"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2018,3,126003293,22838896
2018,12,125996101,22843596
2018,12,126003373,22838909
2018,12,126003423,22834665
2018,12,126003495,22838916
2018,18,126003579,22843626
2018,12,126007126,22838936
2018,12,126011272,22843635
2018,12,126003674,22838947
2018,12,126007217,22843641
2018,3,126003734,22838957
2018,9,126003734,22838958
2018,18,126003746,22838963
2018,12,126011379,22843656
2018,18,126003836,22838984
2018,5,126011425,22834708
2018,12,126003984,22839008
2018,18,126011517,22843693
2018,12,126011538,22843697
2018,12,126007595,22843712
2018,20,126007669,22839031
2018,12,126004173,22839033
2018,20,126007811,22834761
2018,3,126004354,22839065
2018,12,126004425,22843751
2018,12,126011826,22834767
2018,3,126011827,22834768
2018,12,126004459,22843756
2018,12,126007954,22843761
2018,12,126004529,22843763
2018,10,126011900,22834777
2018,18,126004645,22834781
2018,12,126008169,22843791
2018,12,126008222,22834800
2018,9,126008235,22839137
2018,20,126012082,22843798
2018,2,126012085,22834805
2018,18,126004957,22839150
2018,12,126008343,22843804
2018,4,126003357,22838905
2018,20,126011221,22834676
2018,3,126011237,22834679
2018,3,126003561,22838930
2018,20,126007136,22838938
2018,12,126003724,22838956
2018,12,126011468,22834727
2018,19,126011471,22843675
2018,12,126007436,22843683
2018,12,126004060,22843706
2018,20,126007576,22843709
2018,9,126004200,22839038
2018,12,126011710,22834756
2018,12,126011831,22834769
2018,12,126011929,22843775
2018,12,126012014,22834798
2018,12,126012117,22834807
2018,2,126012135,22834810
2018,3,126012492,22834897
2018,12,126009005,22843925
2018,12,126005832,22839310
2018,12,126012765,22834951
2018,12,126009253,22839316
2018,2,126005902,22839328
2018,2,126005901,22839327
2018,12,126012868,22834975
2018,3,126009360,22844000
2018,12,126009394,22844014
2018,9,126006032,22839362
2018,12,126016178,22839402
2018,19,126009554,22844044
2018,12,126016220,22835007
2018,12,126013040,22835010
2018,12,126016302,22839413
2018,12,126016388,22835018
2018,12,126009795,22839435
2018,18,126013163,22844082
2018,2,126009877,22835030
2018,3,126009876,22839449
2018,12,126009937,22839464
2018,12,126016623,22839475
2018,12,126016636,22839481
2018,12,126013269,22844128
2018,12,126010067,22839505
2018,12,126013319,22839511
2018,11,126016731,22839510
2018,12,126010142,22839526
2018,20,126010185,22844153
2018,12,126013438,22839548
2018,20,126010350,22844185
2018,22,126017095,22839580
2018,12,126010392,22844197
2018,12,126017168,22839596
2018,12,126010537,22844230
2018,12,126017878,22839735
2018,12,126017884,22839736
2018,22,126011000,22844334
2018,2,126017947,22839746
2018,22,126011116,22844348
2018,12,126018132,22839780
2018,9,126018243,22844391
2018,11,126021332,22844395
2018,12,126018365,22839827
2018,20,126018415,22835268
2018,12,126018480,22839856
2018,12,126018504,22839866
2018,18,126018539,22835284
2018,12,126014420,22839885
2018,2,126018599,22839887
2018,10,126021537,22844438
2018,12,126014584,22835333
2018,10,126021632,22835346
2018,20,126019060,22839987
2018,18,126014819,22844520
2018,2,126019150,22840010
2018,12,126014889,22840047
2018,12,126021955,22844544
2018,18,126014945,22835414
2018,12,126019390,22840068
2018,12,126019497,22844569
2018,11,126022104,22844571
2018,12,126015056,22844577
2018,9,126015056,22844576
2018,12,126015079,22835439
2018,12,126019935,22844621
2018,12,126022490,22840160
2018,12,126022603,22840178
2018,12,126015641,22835521
2018,12,126015671,22835525
2018,2,126004962,22839152
2018,12,126004996,22843807
2018,3,126012169,22834821
2018,12,126005056,22839172
2018,12,126008417,22843819
2018,3,126008431,22843823
2018,3,126012203,22843824
2018,2,126008449,22843828
2018,2,126008517,22843842
2018,3,126005197,22839205
2018,10,126008564,22843853
2018,12,126012326,22843867
2018,22,126005289,22839222
2018,19,126008673,22843873
2018,18,126008684,22834872
2018,18,126012555,22834907
2018,19,126005665,22834922
2018,12,126009130,22843947
2018,12,126005829,22839308
2018,12,126009246,22843970
2018,12,126009261,22843971
2018,2,126005903,22839329
2018,12,126009303,22843990
2018,12,126009367,22844005
2018,2,126012930,22834990
2018,12,126006078,22844028
2018,12,126009503,22844035
2018,12,126009531,22834998
2018,12,126012995,22839400
2018,12,126009542,22844041
2018,12,126009602,22839410
2018,12,126016271,22839411
2018,12,126013114,22835013
2018,12,126009716,22839418
2018,9,126016412,22835024
2018,10,126016433,22844083
2018,10,126016434,22839438
2018,12,126016529,22839456
2018,19,126016569,22835037
2018,12,126009947,22839468
2018,12,126016606,22844112
2018,10,126010009,22844119
2018,10,126010010,22839479
2018,20,126010058,22839499
2018,19,126010107,22839513
2018,20,126013329,22844137
2018,12,126016782,22839527
2018,19,126016794,22839529
2018,12,126013389,22844155
2018,20,126052141,22847263
2018,3,126013440,22835082
2018,12,126010330,22839562
2018,9,126010369,22844190
2018,3,126010390,22844196
2018,12,126017182,22839600
2018,12,126013606,22839607
2018,18,126013633,22835124
2018,12,126017317,22839620
2018,9,126013691,22835135
2018,3,126013691,22835134
2018,3,126013690,22835133
2018,20,126010562,22844238
2018,12,126013734,22839636
2018,20,126017427,22844240
2018,20,126017698,22839688
2018,12,126017713,22839689
2018,12,126010893,22844302
2018,12,126010918,22844313
2018,11,126017829,22839724
2018,20,126017861,22839732
2018,12,126011002,22844335
2018,12,126018001,22839757
2018,12,126018023,22839761
2018,12,126021170,22844357
2018,12,126018091,22839771
2018,20,126021215,22839777
2018,20,126014124,22839776
2018,12,126014143,22839784
2018,20,126014178,22844385
2018,12,126018221,22839800
2018,12,126014219,22835242
2018,20,126014338,22835275
2018,3,126018587,22835292
2018,12,126018604,22839888
2018,12,126014479,22839903
2018,12,126018707,22844425
2018,12,126018781,22835326
2018,12,126018803,22844446
2018,9,126021568,22835331
2018,12,126018822,22844452
2018,12,126021597,22835338
2018,12,126021608,22839942
2018,3,126021665,22844471
2018,12,126018996,22839972
2018,12,126021749,22844498
2018,12,126021753,22844500
2018,12,126019076,22839990
2018,12,126021831,22844518
2018,12,126021892,22844532
2018,12,126019224,22840032
2018,11,126019268,22844537
2018,3,126014951,22840063
2018,2,126014960,22844551
2018,12,126022056,22840078
2018,12,126019514,22835431
2018,12,126015050,22835434
2018,9,126022162,22844583
2018,9,126022258,22844594
2018,12,126015285,22840135
2018,11,126019830,22840136
2018,12,126022434,22840147
2018,22,126019960,22840155
2018,3,126019992,22835481
2018,2,126020074,22835497
2018,3,126022574,22835498
2018,12,126020169,22840198
2018,12,126015623,22835516
2018,12,126022730,22844666
2018,12,126020288,22835529
2018,12,126020331,22840232
2018,19,126015924,22835558
2018,12,126020676,22844701
2018,12,126020703,22844711
2018,9,126020703,22844710
2018,12,126020754,22844720
2018,12,126016014,22840290
2018,12,126020759,22840289
2018,19,126023201,22844733
2018,12,126031167,22840354
2018,12,126031192,22840359
2018,12,126030912,22836411
2018,12,126023719,22840406
2018,12,126026470,22835664
2018,18,126023937,22844857
2018,12,126023944,22844860
2018,9,126023945,22844861
2018,12,126024094,22840477
2018,20,126032042,22844913
2018,12,126024293,22844935
2018,12,126032166,22840529
2018,12,126032168,22840530
2018,18,126032194,22840538
2018,12,126024419,22844960
2018,18,126032260,22840549
2018,3,126032285,22840554
2018,12,126024472,22840556
2018,12,126024518,22840574
2018,18,126027040,22844990
2018,12,126032436,22840588
2018,9,126027130,22845013
2018,19,126032779,22845072
2018,19,126032841,22835798
2018,12,126032850,22840652
2018,2,126027302,22835808
2018,12,126025076,22845107
2018,20,126025119,22845117
2018,12,126027371,22845120
2018,12,126027392,22835829
2018,12,126033050,22835831
2018,12,126033135,22840714
2018,12,126027472,22835846
2018,20,126033216,22845150
2018,2,126027480,22835852
2018,12,126027517,22845171
2018,12,126025335,22845172
2018,2,126033324,22840753
2018,2,126025393,22840766
2018,12,126025412,22845190
2018,12,126033421,22840777
2018,12,126033510,22840799
2018,12,126033652,22840829
2018,12,126033696,22845254
2018,20,126033986,22840911
2018,20,126025956,22845311
2018,17,126034064,22845324
2018,12,126028076,22845338
2018,20,126034257,22840971
2018,20,126036210,22845352
2018,12,126036227,22840987
2018,12,126036225,22845357
2018,20,126034397,22845361
2018,20,126036453,22845400
2018,20,126034603,22836018
2018,20,126034606,22841041
2018,20,126036861,22841107
2018,18,126036890,22836078
2018,9,126036907,22841122
2018,20,126037004,22841156
2018,20,126029031,22841207
2018,20,126035574,22841211
2018,9,126035877,22841257
2018,20,126035895,22836147
2018,20,126037802,22845587
2018,20,126029627,22836191
2018,12,126041385,22841317
2018,20,126038029,22845620
2018,12,126029862,22836215
2018,20,126038304,22836250
2018,20,126041900,22836265
2018,12,126038471,22845704
2018,12,126042304,22841500
2018,20,126042346,22845761
2018,12,126030507,22841513
2018,12,126030571,22841531
2018,20,126039060,22841557
2018,3,126030762,22841577
2018,3,126039163,22845827
2018,3,126042763,22845829
2018,12,126030955,22841628
2018,12,126043071,22836424
2018,12,126043361,22841663
2018,19,126043390,22841667
2018,20,126043471,22845900
2018,2,126039747,22836488
2018,20,126039768,22841707
2018,12,126039798,22845932
2018,20,126039851,22845950
2018,20,126039917,22836515
2018,20,126043916,22846752
2018,20,126046561,22845986
2018,20,126040033,22845989
2018,12,126046648,22846004
2018,6,126044104,22836563
2018,20,126040263,22836574
2018,20,126046819,22846830
2018,20,126044353,22846850
