"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2018,111921454,101980365,1,4,,,,5,39,"F",2,2,"R",39,0
2018,111920978,101980373,1,8,,,,,,"",,,"",,
2018,111909843,101980384,1,4,,,,5,52,"F",1,2,"U",52,0
2018,111909851,101983107,1,4,,,,5,31,"F",1,2,"R",31,0
2018,111909854,101983111,2,4,,,,5,47,"F",1,,"R",47,0
2018,111909853,101983111,1,4,,,,5,39,"F",1,2,"R",39,0
2018,111909877,101980425,1,1,,,,,,"",,,"",,
2018,111921581,101980466,1,8,,,,,,"",,,"",,
2018,111909934,101980466,2,5,3,10,,4,,"M",1,,"U",,
2018,111909941,101987881,1,1,,,,,,"",,,"",,
2018,111921085,101987886,1,4,,,,5,21,"M",1,2,"R",21,0
2018,111909953,101983195,1,8,,,,,,"",,,"",,
2018,111921731,101983314,1,4,,,,5,71,"F",1,2,"U",71,0
2018,111921751,101983340,1,4,,,,5,36,"F",1,3,"U",36,0
2018,111926238,101980607,1,8,,,,,,"",,,"",,
2018,111921765,101980607,2,3,,,,,,"",,,"",,
2018,111910128,101980609,1,4,,,,5,76,"F",1,2,"R",76,0
2018,111910150,101980627,1,4,,,,5,19,"M",1,2,"N",19,0
2018,111921798,101983393,1,8,,,,,,"",,,"",,
2018,111926279,101980643,1,1,,,,,,"",,,"",,
2018,111910172,101983403,1,4,,,,5,19,"M",2,3,"R",19,0
2018,111910176,101988067,1,4,,,,5,55,"F",2,2,"R",55,0
2018,111921905,101980735,1,4,,,,5,28,"M",2,2,"R",28,0
2018,111910197,101980711,1,4,,,,5,21,"F",2,2,"U",21,0
2018,111910217,101980726,1,4,,,,5,21,"M",1,2,"R",21,0
2018,111926402,101988146,1,1,,,,,,"",,,"",,
2018,111926384,101983488,1,4,,,,5,27,"M",2,2,"R",27,0
2018,111910275,101983500,1,4,,,,5,27,"M",1,2,"R",27,0
2018,111910276,101983500,2,4,,,,5,35,"F",1,2,"R",35,0
2018,111926413,101980812,1,4,,,,5,44,"F",1,2,"R",44,0
2018,111922008,101980820,1,4,,,,5,47,"F",1,2,"R",47,0
2018,111922041,101980840,1,4,,,,5,32,"F",2,2,"R",32,0
2018,111910314,101983531,1,8,,,,,,"",,,"",,
2018,111910317,101983535,1,4,,,,5,37,"M",1,2,"N",37,0
2018,111926448,101988183,1,1,,,,,,"",,,"",,
2018,111922055,101980858,1,1,,,,,,"",,,"",,
2018,111910356,101980882,1,4,,,,5,30,"M",2,2,"R",30,0
2018,111922093,101988218,1,4,,,,5,65,"M",1,2,"R",65,0
2018,111922099,101988226,2,4,,,,5,36,"M",2,2,"R",36,0
2018,111910380,101988226,1,4,,,,5,32,"F",2,2,"R",32,0
2018,111922103,101980912,1,4,,,,5,25,"M",1,2,"R",25,0
2018,111926516,101988233,1,4,,,,5,5,"M",1,2,"R",5,0
2018,111926523,101988241,1,4,,,,5,41,"M",1,2,"R",41,0
2018,111926535,101980945,1,1,,,,,,"",,,"",,
2018,111922194,101988284,1,4,,,,5,47,"F",1,2,"R",47,0
2018,111922134,101980945,2,4,,,,5,27,"F",1,3,"R",27,0
2018,111922186,101980987,1,4,,,,5,27,"F",2,2,"R",27,0
2018,111922240,101981032,1,4,,,,5,79,"M",1,2,"R",79,0
2018,111926609,101981040,2,4,,,,5,61,"F",1,,"U",61,0
2018,111926608,101981040,1,4,,,,5,69,"M",1,,"U",69,0
2018,111922271,101983721,1,4,,,,5,32,"M",1,,"U",32,0
2018,111910544,101983745,1,4,,,,5,19,"M",2,2,"R",19,0
2018,111910586,101983793,1,4,,,,5,33,"F",2,3,"R",33,0
2018,111926700,101988390,1,4,,,,5,30,"M",1,1,"R",30,0
2018,111926705,101983807,1,4,,,,5,63,"M",1,2,"R",63,0
2018,111922409,101983851,2,4,,,,4,,"M",1,2,"N",,
2018,111922377,101983828,1,4,,,,5,64,"M",1,,"R",64,0
2018,111910620,101983831,2,4,,,,5,32,"M",2,2,"R",32,0
2018,111926735,101988424,1,4,,,,5,30,"M",1,2,"R",30,0
2018,111922410,101983851,4,8,,,,,,"",,,"",,
2018,111926740,101991174,1,4,,,,5,35,"F",2,,"R",35,0
2018,111926747,101983865,1,4,,,,5,31,"F",2,2,"R",31,0
2018,111910670,101983869,1,4,,,,5,50,"M",4,2,"R",50,0
2018,111922460,101991209,1,4,,,,5,47,"F",1,2,"R",47,0
2018,111926804,101988500,1,4,,,,5,22,"F",2,2,"R",22,0
2018,111922490,101991252,1,4,,,,5,44,"M",2,3,"R",44,0
2018,111910737,101991252,2,4,,,,5,49,"F",2,2,"R",49,0
2018,111910743,101991252,3,4,,,,5,5,"F",2,3,"R",5,0
2018,111922493,101991252,4,4,,,,5,1,"F",0,,"R",1,0
2018,111910747,101991252,5,4,,,,5,23,"F",2,2,"R",23,0
2018,111922502,101991255,1,4,,,,5,53,"M",1,2,"R",53,0
2018,111922508,101988526,1,4,,,,5,22,"M",2,2,"R",22,0
2018,111926837,101988533,1,4,,,,5,43,"M",2,,"R",43,0
2018,111926839,101983931,1,4,,,,5,31,"F",1,2,"R",31,0
2018,111922584,101991326,1,4,,,,5,73,"F",1,,"R",73,0
2018,111910853,101991339,1,4,,,,5,26,"M",2,2,"R",26,0
2018,111922608,101988590,1,4,,,,5,32,"F",2,2,"R",32,0
2018,111910869,101984018,1,4,,,,5,34,"F",2,2,"R",34,0
2018,111922615,101991351,1,4,,,,5,52,"F",1,2,"R",52,0
2018,111922634,101988608,1,8,,,,,,"",,,"",,
2018,111922657,101988633,1,4,,,,5,44,"M",1,1,"R",44,0
2018,111926991,101984113,1,4,,,,5,44,"M",1,2,"R",44,0
2018,111922679,101991401,1,4,,,,5,25,"F",2,2,"R",25,0
2018,111922710,101988674,1,4,,,,5,54,"M",1,2,"R",54,0
2018,111926994,101988680,1,4,,,,5,19,"F",1,2,"R",19,0
2018,111922727,101991451,1,4,,,,5,54,"M",0,3,"R",54,0
2018,111922748,101991473,2,1,,,,,,"",,,"",,
2018,111911008,101991473,1,4,,,,5,51,"M",1,2,"R",51,0
2018,111927160,101984302,1,4,,,,5,78,"M",1,2,"R",78,0
2018,111922781,101991506,1,8,,,,,,"",,,"",,
2018,111911067,101991512,1,4,,,,5,45,"M",1,2,"R",45,0
2018,111927058,101984190,1,4,,,,5,44,"F",2,3,"R",44,0
2018,111911096,101984212,1,4,,,,5,36,"F",1,2,"R",36,0
2018,111922825,101991550,1,4,,,,5,35,"M",1,,"N",35,0
2018,111922840,101988768,1,8,,,,,,"",,,"",,
2018,111931147,101988773,1,4,,,,5,32,"F",2,2,"R",32,0
2018,111927104,101988775,2,4,,,,5,47,"F",2,2,"R",47,0
2018,111931176,101988797,1,4,,,,5,35,"M",1,2,"R",35,0
2018,111922884,101991599,1,4,,,,5,28,"F",2,2,"R",28,0
2018,111931221,101984306,1,4,,,,5,24,"F",1,2,"R",24,0
2018,111927140,101988814,1,1,,,,,,"",,,"",,
2018,111931200,101984291,1,4,,,,5,22,"F",1,2,"R",22,0
2018,111931222,101984306,2,1,,,,,,"",,,"",,
2018,111922928,101991641,2,5,2,11,,4,,"M",1,2,"R",,
2018,111931234,101991641,1,4,,,,5,63,"M",2,,"R",63,0
2018,111927173,101988841,1,1,,,,,,"",,,"",,
2018,111931252,101984327,2,4,,,,5,41,"F",1,1,"R",41,0
2018,111922936,101984327,1,4,,,,5,29,"F",1,1,"R",29,0
2018,111922951,101991661,2,4,,,,5,67,"M",2,2,"R",67,0
2018,111927216,101988880,1,4,,,,5,49,"F",3,,"N",49,0
2018,111931320,101988890,1,4,,,,5,61,"F",1,2,"R",61,0
2018,111923050,101991751,2,1,,,,,,"",,,"",,
2018,111927278,101991757,1,4,,,,5,48,"M",0,1,"R",48,0
2018,111927285,101988931,1,4,,,,5,31,"F",2,2,"R",31,0
2018,111927313,101984492,1,4,,,,5,39,"F",1,2,"R",39,0
2018,111923113,101991813,1,4,,,,5,53,"F",1,2,"N",53,0
2018,111927328,101988974,1,4,,,,5,38,"F",2,2,"R",38,0
2018,111927343,101984541,1,4,,,,5,41,"F",1,,"R",41,0
2018,111931535,101984570,1,4,,,,5,39,"F",2,2,"R",39,0
2018,111923188,101984589,1,1,,,,,,"",,,"",,
2018,111927400,101989037,1,4,,,,5,36,"M",2,2,"N",36,0
2018,111923207,101989037,2,8,,,,,,"",,,"",,
