"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
56992018,5699,2018,"IN0060300","IN0060300","","N","N",,"I","ZIONSVILLE","ZIONSVILLE PD","Zionsville","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",27185,27128,"INUCR0001","Indiana State Police","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",33,0,33,3,2,5,0,0,01-JAN-13,01-SEP-17,01-SEP-17,01-JUN-18,,01-JUN-18,"N","BOONE","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
57002018,5700,2018,"IN0060500","IN0060500","","N","N",,"I","WHITESTOWN","TOWN MARSHAL WHITESTOWN","Whitestown","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",9388,27128,"INUCR0001","Indiana State Police","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",22,0,22,3,1,4,0,0,01-JAN-13,01-JUL-17,01-JUL-17,01-NOV-17,,01-NOV-17,"N","BOONE","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
57172018,5717,2018,"IN0140100","IN0140100","","Y","N",,"I","WASHINGTON","WASHINGTON PD","Washington","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",12201,24204,"IN0140100","Washington","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-JUN-18,01-JUN-18,01-SEP-19,01-SEP-19,01-SEP-19,"N","DAVIESS","Non-MSA","Y","Y","Y"
57262018,5726,2018,"IN0170300","IN0170300","","N","N",,"I","GARRETT","GARRETT PD","Garrett","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",6369,27128,"INUCR0001","Indiana State Police","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-DEC-18,01-DEC-18,01-JUL-19,01-JUL-19,01-JUL-19,"N","DEKALB","Non-MSA","Y","Y","Y"
57322018,5732,2018,"IN0190100","IN0190100","","N","N",,"I","HUNTINGBURG","HUNTINGBURG PD","Huntingburg","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",6135,27128,"INUCR0001","Indiana State Police","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,0,14,0,1,1,0,0,01-JAN-13,01-MAR-18,01-MAR-18,01-JUL-19,,01-JUL-19,"N","DUBOIS","Non-MSA","Y","Y","Y"
57332018,5733,2018,"IN0190200","IN0190200","","N","N",,"I","JASPER","JASPER PD","Jasper","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",15583,27128,"INUCR0001","Indiana State Police","N",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",23,1,24,0,2,2,0,0,01-JAN-13,01-JUL-18,01-JUL-18,01-NOV-18,,01-NOV-18,"N","DUBOIS","Non-MSA","Y","Y","Y"
57602018,5760,2018,"IN0280300","IN0280300","","Y","N",,"S","LINTON","LINTON PD","Linton","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",5217,24247,"IN0280300","Linton","N",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","N",,,,,,,0,0,01-JAN-13,01-APR-19,01-APR-19,01-JUL-19,01-JUL-19,01-JUL-19,"N","GREENE","Non-MSA","Y","Y","Y"
57662018,5766,2018,"IN0300000","IN0300000","","N","N",,"I","HANCOCK","HANCOCK CO SO GREENFIELD","Hancock","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",50392,27128,"INUCR0001","Indiana State Police","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","Y",37,24,61,3,13,16,0,0,01-JAN-13,01-MAR-15,01-MAR-15,01-FEB-18,,01-FEB-18,"N","HANCOCK","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
57672018,5767,2018,"IN0300100","IN0300100","","N","N",,"I","GREENFIELD","GREENFIELD PD","Greenfield","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","City",22292,27128,"INUCR0001","Indiana State Police","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",39,0,39,3,3,6,0,0,01-JAN-13,01-JAN-18,01-JAN-18,01-MAY-18,,01-MAY-18,"N","HANCOCK","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
57942018,5794,2018,"IN0410000","IN0410000","","N","N",,"I","JOHNSON","JOHNSON CO SO FRANKLIN","Johnson","","A",19,"Indiana","IN","IN","3","East North Central","2","Midwest","Region II","County",52968,27128,"INUCR0001","Indiana State Police","Y",20,"9B","MSA counties from 25,000 thru 99,999","9","MSA Counties","N",3,"R","N",,,,,,,0,0,01-JAN-13,01-OCT-18,01-OCT-18,01-SEP-19,01-SEP-19,01-SEP-19,"N","JOHNSON","Indianapolis-Carmel-Anderson, IN","Y","Y","Y"
