"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2018,107911340,98442255,1,1,,,,,,"",,,"",,
2018,107911389,98442290,1,4,,,,5,54,"M",1,2,"R",54,0
2018,107911700,98442569,1,1,,,,,,"",,,"",,
2018,107911848,98442684,1,1,,,,,,"",,,"",,
2018,107912076,98442860,1,4,,,,5,44,"M",1,2,"N",44,0
2018,107912180,98442962,1,1,,,,,,"",,,"",,
2018,107912234,98443016,1,4,,,,5,60,"M",1,2,"R",60,0
2018,107912237,98443016,2,4,,,,5,39,"M",1,2,"R",39,0
2018,107912314,98443086,1,4,,,,5,35,"M",1,2,"N",35,0
2018,107912337,98443109,1,4,,,,5,57,"F",1,2,"R",57,0
2018,107912822,98443547,1,8,,,,,,"",,,"",,
2018,107912878,98443599,1,1,,,,,,"",,,"",,
2018,107912943,98443660,1,1,,,,,,"",,,"",,
2018,107912966,98443683,1,4,,,,5,47,"F",1,2,"R",47,0
2018,107913026,98443739,1,4,,,,5,59,"M",1,2,"R",59,0
2018,107913175,98443876,2,8,,,,,,"",,,"",,
2018,107913172,98443876,1,4,,,,5,47,"F",1,2,"N",47,0
2018,107913275,98443967,1,1,,,,,,"",,,"",,
2018,107913334,98444020,1,1,,,,,,"",,,"",,
2018,107913450,98444131,1,4,,,,5,35,"F",1,2,"R",35,0
2018,107913478,98444156,1,1,,,,,,"",,,"",,
2018,107913544,98444219,1,4,,,,5,37,"M",1,2,"R",37,0
2018,107913580,98444255,1,1,,,,,,"",,,"",,
2018,107913765,98444423,1,4,,,,5,15,"F",1,2,"R",15,0
2018,107913889,98444542,1,4,,,,5,25,"M",2,2,"R",25,0
2018,107914012,98444657,1,4,,,,5,22,"F",1,2,"R",22,0
2018,107914093,98444726,1,8,,,,,,"",,,"",,
2018,107914165,98444793,1,4,,,,5,32,"F",1,2,"R",32,0
2018,107914239,98444862,1,4,,,,5,29,"M",1,2,"R",29,0
2018,107914396,98444984,1,4,,,,5,15,"M",1,2,"R",15,0
2018,107914506,98445078,1,4,,,,5,50,"M",1,2,"R",50,0
2018,107914575,98445141,1,4,,,,5,36,"F",1,2,"R",36,0
2018,107914738,98445289,1,3,,,,,,"",,,"",,
2018,107914884,98445418,1,4,,,,5,38,"M",1,2,"R",38,0
2018,107914925,98445455,1,8,,,,,,"",,,"",,
2018,107915055,98445579,1,1,,,,,,"",,,"",,
2018,107915153,98445674,1,4,,,,5,18,"M",1,2,"N",18,0
2018,107915372,98445871,1,8,,,,,,"",,,"",,
2018,107915448,98445939,1,4,,,,5,29,"M",1,2,"R",29,0
2018,107915531,98446016,1,4,,,,5,36,"M",1,2,"N",36,0
2018,107915693,98446171,1,4,,,,5,53,"M",1,2,"N",53,0
2018,107915745,98446215,1,4,,,,5,52,"F",1,2,"R",52,0
2018,107915792,98446260,1,8,,,,,,"",,,"",,
2018,107915861,98446322,2,4,,,,5,20,"F",1,2,"N",20,0
2018,107915845,98446322,1,4,,,,5,22,"M",1,2,"R",22,0
2018,107915907,98446365,1,4,,,,5,30,"F",1,2,"R",30,0
2018,107915979,98446429,1,4,,,,5,47,"F",1,2,"R",47,0
2018,107916152,98446590,1,4,,,,5,65,"M",1,2,"R",65,0
2018,107916519,98446907,1,4,,,,5,57,"M",1,2,"R",57,0
2018,107909093,98440246,1,4,,,,5,22,"M",1,2,"R",22,0
2018,107909110,98440262,1,4,,,,5,30,"F",1,3,"R",30,0
2018,107909183,98440325,1,8,,,,,,"",,,"",,
2018,107909325,98440453,1,4,,,,5,67,"F",1,2,"R",67,0
2018,107909416,98440528,1,8,,,,,,"",,,"",,
2018,107909937,98440996,1,8,,,,,,"",,,"",,
2018,107909960,98441019,1,1,,,,,,"",,,"",,
2018,107910072,98441124,1,4,,,,5,12,"F",1,2,"N",12,0
2018,107910127,98441174,1,4,,,,5,23,"M",1,2,"R",23,0
2018,107910199,98441238,1,8,,,,,,"",,,"",,
