"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2018,123149033,111714208,1,8,,,,,,"",,,"",,
2018,123158003,111706035,2,4,,,,5,40,"M",1,2,"R",40,0
2018,123154746,111706035,1,4,,,,5,26,"M",2,2,"N",26,0
2018,123154789,111714278,1,4,,,,5,74,"F",1,2,"R",74,0
2018,123154871,111708701,1,8,,,,,,"",,,"",,
2018,123154893,111714356,1,4,,,,5,34,"M",1,2,"R",34,0
2018,123158210,111716196,1,4,,,,5,44,"M",4,2,"R",44,0
2018,123158252,111714385,1,4,,,,5,54,"M",1,2,"R",54,0
2018,123154924,111714385,2,4,,,,5,36,"M",1,2,"R",36,0
2018,123149150,111708726,1,4,,,,5,58,"M",1,2,"R",58,0
2018,123158334,111714433,1,4,,,,5,30,"F",1,2,"R",30,0
2018,123154986,111714436,1,1,,,,,,"",,,"",,
2018,123158349,111716302,1,1,,,,,,"",,,"",,
2018,123154999,111716306,2,4,,,,5,19,"M",1,2,"R",19,0
2018,123154998,111716306,1,4,,,,5,45,"F",1,2,"R",45,0
2018,123158364,111716317,1,1,,,,,,"",,,"",,
2018,123155014,111714462,1,4,,,,5,37,"M",1,2,"R",37,0
2018,123158377,111716330,1,4,,,,5,49,"M",0,3,"R",49,0
2018,123155029,111708764,1,4,,,,5,51,"M",1,2,"R",51,0
2018,123155043,111714488,1,4,,,,5,53,"F",0,3,"R",53,0
2018,123158424,111716374,1,1,,,,,,"",,,"",,
2018,123155177,111714600,1,8,,,,,,"",,,"",,
2018,123155186,111714610,2,4,,,,5,62,"M",1,2,"R",62,0
2018,123158629,111714610,1,4,,,,5,61,"F",1,2,"R",61,0
2018,123149330,111714615,2,4,,,,5,17,"F",1,2,"R",17,0
2018,123148221,111713320,1,4,,,,5,9,"F",1,2,"N",9,0
2018,123148226,111713322,1,4,,,,5,21,"F",1,2,"N",21,0
2018,123156814,111704994,1,4,,,,5,76,"F",1,2,"R",76,0
2018,123156828,111705006,1,4,,,,5,25,"F",1,2,"N",25,0
2018,123153770,111705024,1,4,,,,5,50,"F",1,2,"R",50,0
2018,123148272,111713353,1,4,,,,5,64,"F",1,2,"R",64,0
2018,123156912,111705075,1,4,,,,5,46,"F",1,1,"N",46,0
2018,123148329,111708007,1,4,,,,5,26,"F",1,2,"R",26,0
2018,123157128,111713536,1,4,,,,5,22,"F",1,2,"R",22,0
2018,123157139,111713545,1,4,,,,5,65,"M",1,2,"N",65,0
2018,123153990,111713550,1,4,,,,5,36,"F",1,1,"R",36,0
2018,123148499,111708142,1,4,,,,5,40,"F",1,2,"N",40,0
2018,123148557,111708204,1,8,,,,,,"",,,"",,
2018,123154354,111713889,1,4,,,,5,81,"F",1,2,"N",81,0
2018,120257418,109169790,1,4,,,,5,14,"F",1,2,"R",14,0
2018,123151131,111711069,3,4,,,,5,13,"M",1,2,"N",13,0
2018,123151128,111711069,1,4,,,,5,14,"M",1,2,"N",14,0
2018,123151129,111711069,2,4,,,,5,13,"M",1,2,"N",13,0
2018,123146155,111711092,1,4,,,,5,75,"F",0,2,"R",75,0
2018,123139070,111706097,1,4,,,,5,26,"M",1,2,"N",26,0
2018,123151207,111711151,1,4,,,,5,32,"F",1,1,"R",32,0
2018,123151215,111711160,1,4,,,,5,40,"F",1,2,"R",40,0
2018,123146203,111706137,2,4,,,,5,12,"M",1,1,"R",12,0
2018,123139133,111706137,1,4,,,,5,12,"M",1,2,"R",12,0
2018,123151234,111711178,1,4,,,,5,61,"F",1,2,"R",61,0
2018,123139158,111706152,1,4,,,,5,31,"M",1,2,"R",31,0
2018,123139161,111711194,1,3,,,,,,"",,,"",,
2018,123146245,111711219,1,1,,,,,,"",,,"",,
2018,123151312,111702688,1,8,,,,,,"",,,"",,
2018,123139225,111711251,1,4,,,,5,20,"F",1,2,"N",20,0
2018,123139245,111702713,1,4,,,,5,26,"F",1,2,"N",26,0
2018,123139258,111711288,1,4,,,,5,60,"F",1,2,"N",60,0
2018,123151386,111711306,1,8,,,,,,"",,,"",,
2018,123146321,111702745,1,8,,,,,,"",,,"",,
2018,123146326,111702748,1,8,,,,,,"",,,"",,
2018,123151399,111711323,1,8,,,,,,"",,,"",,
2018,123151413,111711334,1,8,,,,,,"",,,"",,
2018,123151418,111702766,1,1,,,,,,"",,,"",,
2018,123146351,111711340,1,4,,,,5,63,"M",1,2,"N",63,0
2018,123139339,111711355,1,4,,,,5,16,"F",1,2,"N",16,0
2018,123139347,111711360,1,8,,,,,,"",,,"",,
2018,123139609,111706464,1,8,,,,,,"",,,"",,
2018,123151744,111711603,1,4,,,,5,66,"F",0,3,"R",66,0
2018,123151756,111711617,1,1,,,,,,"",,,"",,
2018,123139665,111711623,1,8,,,,,,"",,,"",,
2018,123139680,111703078,1,4,,,,5,57,"M",1,2,"R",57,0
2018,123139687,111703086,1,4,,,,5,35,"F",0,3,"N",35,0
2018,123139689,111703086,3,4,,,,5,47,"M",1,2,"R",47,0
2018,123139688,111703086,2,4,,,,5,39,"F",1,2,"R",39,0
2018,123151784,111711641,1,8,,,,,,"",,,"",,
2018,123151852,111711695,1,4,,,,5,26,"M",1,2,"R",26,0
2018,123139796,111703184,1,4,,,,5,56,"M",0,3,"R",56,0
2018,123139824,111703209,1,4,,,,5,22,"F",1,2,"N",22,0
2018,123151948,111711773,2,4,,,,5,44,"M",0,2,"N",44,0
2018,123151946,111711773,1,4,,,,5,16,"M",0,2,"N",16,0
2018,123151949,111711776,1,4,,,,5,17,"F",1,2,"R",17,0
2018,123151953,111706681,1,4,,,,5,63,"F",1,2,"R",63,0
