"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2017,95331017,89449358,7,,
2017,95331015,89449358,5,,
2017,95331131,89449488,4,,
2017,95331246,89449606,7,,
2017,95331229,89449606,4,,
2017,95331330,89449695,7,,
2017,95331395,89449772,7,,
2017,95331418,89449793,7,1,
2017,95331417,89449793,4,,
2017,95331474,89449849,4,,
2017,95331990,89450406,7,,
2017,95331989,89450406,4,,
2017,95332025,89450447,7,1,
2017,95332044,89450466,7,,
2017,95332070,89450495,6,,
2017,95332111,89450538,4,,
2017,95332129,89450566,6,,
2017,99287917,93778366,5,,
2017,99287990,93778435,6,,
2017,99287993,93778440,4,,
2017,99288049,93778491,7,,
2017,99288045,93778491,5,,
2017,99288138,93778578,4,,
2017,99288176,93778614,4,,
2017,99288211,93778650,5,,
2017,99288213,93778650,7,,
2017,99288272,93778708,4,,
2017,99288281,93778716,4,,
2017,99288315,93778749,6,,
2017,99288342,93778778,4,,
2017,99288359,93778795,7,,
2017,99288404,93778845,4,,
2017,99288493,93778941,7,,
2017,99288509,93778952,7,,
2017,99288730,93779207,7,,
2017,99288743,93779221,7,1,
2017,99288738,93779221,5,,1
2017,99288783,93779263,7,1,
2017,99288841,93779328,6,,
2017,99288867,93779355,7,,
2017,99288921,93779411,7,,
2017,99289051,93779543,7,,
2017,99289049,93779543,5,,
2017,99289134,93779618,7,1,
2017,99289133,93779618,5,,1
2017,99289130,93779618,4,,
2017,99289156,93779644,6,,
2017,99289233,93779722,4,,
2017,99289252,93779745,7,,
2017,99289251,93779745,5,,
2017,99289265,93779754,7,,
2017,99289300,93779797,4,,
2017,99289304,93779797,7,,
2017,99289347,93779839,7,,
2017,99289497,93780025,4,,
2017,99289512,93780040,5,,
2017,99289514,93780040,7,,
2017,99289553,93780084,6,,
2017,99289592,93780121,4,,
2017,99289668,93780195,7,,
2017,99289786,93780306,4,,
2017,99289892,93780408,4,,
2017,99289950,93780474,5,,
2017,99289953,93780474,7,,
2017,99289973,93780495,7,,
2017,99290090,93780614,7,,
2017,99290197,93780737,6,,
2017,99290246,93780782,7,,
2017,99290265,93780825,1,,
2017,99290283,93780825,6,,
2017,99290280,93780825,3,,
