property_id,prop_desc_id,property_value,date_recovered,nibrs_prop_desc_id
3948717,3,100,,3943368
3948715,38,200,,3943366
3948716,26,380,,3943367
3948713,20,20,,3943364
3948714,25,20,,3943365
3948712,68,,,3943363
3948708,38,100,,3943359
3948709,6,70,,3943360
3948710,26,400,,3943361
3948711,27,260,,3943362
3948707,35,50,,3943358
3948706,10,0,,3943357
3948705,38,25,,3943356
3948704,38,250,,3943355
3948702,63,15,1995-01-24 00:00:00,3943353
3948703,63,15,,3943354
3948701,63,60,,3943352
3948700,63,35,,3943351
3948698,38,200,,3943349
3948699,26,350,,3943350
3948697,38,150,,3943348
3948696,35,200,,3943347
3948695,63,56,,3943346
3948694,11,96,,3943345
3948693,20,55,,3943344
3948691,63,200,1995-01-23 00:00:00,3943342
3948692,63,200,,3943343
3948688,38,200,,3943339
3948689,26,350,,3943340
3948690,63,110,,3943341
3948687,63,60,,3943338
3948686,38,130,,3943337
3948684,38,100,,3943335
3948685,26,120,,3943336
3948682,38,100,,3943333
3948683,63,320,,3943334
3948681,38,770,,3943332
3948679,6,120,,3943330
3948680,63,4,,3943331
3948678,21,157,,3943105
3948677,22,0,,3943104
3948676,63,100,,3943103
3948673,38,100,,3943100
3948674,36,60,,3943101
3948675,63,15,,3943102
3948672,11,2,,3943099
3948670,20,20,,3943097
3948671,63,122,,3943098
3948669,63,2,,3943096
3948667,63,35,,3943094
3948666,38,100,,3943093
3948665,35,100,,3943092
3948664,38,50,,3943091
3948663,26,300,,3943090
3948661,38,75,,3943088
3948662,63,149,,3943089
3948660,38,75,,3943087
3948658,38,100,,3943085
3948659,63,40,,3943086
3948657,38,175,,3943084
3948656,63,50,,3943083
3948655,38,250,,3943082
3948654,63,68,,3943081
3948653,10,0,,3943080
3948651,17,510,1995-01-13 00:00:00,3943078
3948652,17,510,,3943079
3948650,63,35,,3943077
3948649,63,35,,3943076
3948648,3,700,,3943075
3948647,10,0,,3943074
3948646,63,1,,3943073
3948645,63,2,,3943072
3948644,63,42,,3943071
3948643,63,20,,3943070
3948641,27,25,,3943068
3948642,63,50,,3943069
3948640,63,10,,3943067
3948638,68,,,3943065
3948639,63,650,,3943066
3948636,26,200,,3943063
3948637,63,20,,3943064
3948635,38,125,,3943062
3948634,35,1000,,3943061
3948632,10,0,,3943059
3948633,11,1,,3943060
3948631,63,35,,3943058
3948630,63,50,,3943057
3948629,68,,,3943056
3948627,7,1730,1995-01-01 00:00:00,3943054
3948628,7,1730,,3943055
3948865,63,510,,3943966
3948828,63,70,,3943929
3948802,21,60,,3943678
3948801,63,250,,3943677
3948800,63,50,,3943676
3948799,63,200,,3943675
3948798,11,7,,3943674
3948797,3,500,1995-02-22 00:00:00,3943673
3948796,20,6,,3943672
3948794,63,1,,3943670
3948795,8,69,,3943671
3948792,63,100,,3943668
3948793,2,730,,3943669
3948790,3,100,,3943666
