agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
8241,ME0140100,ME0140100,Belfast Police Department,Belfast,1,City,,,4369,Belfast,25,ME,1241,Waldo,23027,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1960,,2016,,,6680,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,10,,,,2016,15,1,04915,44.505451,-69.139632
8260,ME015BI00,ME015BI00,Drug Enforcement Agency: Washington County,Drug Enforcement Agency: Washington County,6,Other State Agency,,,,,25,ME,1242,Washington,23029,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1989,,2016,,,0,8D,"Non-MSA counties under 10,000",L,N,N,12,0,10,,,,2016,1,0,04101,44.967009,-67.609354
8143,ME0050800,ME0050800,Southwest Harbor Police Department,Southwest Harbor,1,City,,,4467,Southwest Harbor,25,ME,1232,Hancock,23009,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1982,,2016,,,1773,7,"Cities under 2,500",L,N,N,12,0,10,,,,2016,5,4,04679,44.564906,-68.370703
8210,ME0102000,ME0102000,Penobscot Nation,Penobscot Nation,7,Tribal,118,,,,25,ME,3469,,,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1992,,2016,,,0,7,"Cities under 2,500",L,N,N,10,0,9,,,,2016,5,3,04468,45.390602,-68.657487
8261,ME015LE00,ME015LE00,Bureau of Liquor Enforcement: Washington County,Bureau of Liquor Enforcement: Washington County,6,Other State Agency,,,,,25,ME,1242,Washington,23029,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1989,,2016,2014,2003,0,8D,"Non-MSA counties under 10,000",L,N,N,0,0,0,8248,ME0150000,Washington,,,,04333,44.967009,-67.609354
8124,ME003BI00,ME003BI00,Drug Enforcement Agency: Cumberland County,Drug Enforcement Agency: Cumberland County,6,Other State Agency,,,,,25,ME,1230,Cumberland,23005,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1989,,2016,,,0,9D,"MSA counties under 10,000",L,Y,N,12,0,10,,,,2016,1,0,04101,43.808348,-70.330375
8189,ME0091000,ME0091000,Oxford Police Department,Oxford,1,City,,,4446,Oxford,25,ME,1236,Oxford,23017,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1987,,2016,,,4040,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,10,,,,2016,8,1,04270,44.4945,-70.734421
8258,ME0151400,ME0151400,Swan's Island Police Department,Swan's Island,1,City,,,4471,Swan'S Island,25,ME,1232,Hancock,23009,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,2000,2000,2016,2014,,0,7,"Cities under 2,500",L,N,N,0,0,0,8137,ME0050000,Hancock,,,,04685,44.564906,-68.370703
8158,ME0060800,ME0060800,Winthrop Police Department,Winthrop,1,City,,,4487,Winthrop,25,ME,1233,Kennebec,23011,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1962,,2016,,,5962,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,10,,,,2016,9,5,04364,44.417012,-69.765764
8212,ME010BI00,ME010BI00,Drug Enforcement Agency: Penobscot County,Drug Enforcement Agency: Penobscot County,6,Other State Agency,,,,,25,ME,1237,Penobscot,23019,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1989,,2016,,,0,9D,"MSA counties under 10,000",L,Y,N,12,0,10,,,,2016,1,0,04101,45.390602,-68.657487
8147,ME005BI00,ME005BI00,Drug Enforcement Agency: Hancock County,Drug Enforcement Agency: Hancock County,6,Other State Agency,,,,,25,ME,1232,Hancock,23009,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1989,,2016,,,0,8D,"Non-MSA counties under 10,000",L,N,N,12,0,10,,,,2016,1,0,04101,44.564906,-68.370703
8115,ME0030800,ME0030800,Westbrook Police Department,Westbrook,1,City,,,4482,Westbrook,25,ME,1230,Cumberland,23005,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1960,,2016,,,17989,5,"Cities from 10,000 thru 24,999",L,Y,N,12,0,10,,,,2016,39,2,04092,43.808348,-70.330375
8095,ME0020300,ME0020300,Fort Kent Police Department,Fort Kent,1,City,,,4400,Fort Kent,25,ME,1229,Aroostook,23003,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1960,,2016,,,3992,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,10,,,,2016,5,4,04743,46.727057,-68.64941
8084,ME0010200,ME0010200,Lewiston Police Department,Lewiston,1,City,,,4417,Lewiston,25,ME,1228,Androscoggin,23001,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1960,,2016,2013,2016,36232,4,"Cities from 25,000 thru 49,999",L,N,Y,12,12,10,,,,2016,80,11,04240,44.167681,-70.207435
8194,ME0100100,ME0100100,Bangor Police Department,Bangor,1,City,,,4366,Bangor,25,ME,1237,Penobscot,23019,A,23373,MEUCR0001,Department of Public Safety Maine State Police Uniform Crime Reporting Division Records Management Services,ME,1960,,2016,,,32455,4,"Cities from 25,000 thru 49,999",L,N,Y,12,0,10,,,,2016,76,16,04401,45.390602,-68.657487
