"DATA_YEAR","OFFENSE_ID","INCIDENT_ID","OFFENSE_TYPE_ID","ATTEMPT_COMPLETE_FLAG","LOCATION_ID","NUM_PREMISES_ENTERED","METHOD_ENTRY_CODE"
2016,104658567,85975019,35,"C",20,,""
2016,104658592,85975041,35,"C",25,,""
2016,104658608,82864666,35,"C",25,,""
2016,104658614,87450166,35,"C",20,,""
2016,104658620,87450169,35,"C",25,,""
2016,104658623,87450172,35,"C",20,,""
2016,104658632,87450180,35,"C",20,,""
2016,104658652,87450193,35,"C",25,,""
2016,104658659,87450200,35,"C",25,,""
2016,104658663,87450202,35,"C",20,,""
2016,104658665,87450203,35,"C",25,,""
2016,104658668,87450205,35,"C",25,,""
2016,104658673,87450209,35,"C",25,,""
2016,104658706,87450236,35,"C",25,,""
2016,104658713,87450242,35,"C",20,,""
2016,104658716,87450244,35,"C",20,,""
2016,104658723,87450251,35,"C",20,,""
2016,104658756,87451136,35,"C",20,,""
2016,104658786,87451163,35,"C",20,,""
2016,104658830,87451197,35,"C",25,,""
2016,104658891,83323521,35,"C",20,,""
2016,104658895,83323523,35,"C",20,,""
2016,104658939,83323564,35,"C",20,,""
2016,104658944,83323568,35,"C",25,,""
2016,104658946,83323570,35,"C",25,,""
2016,104658965,83324451,35,"C",25,,""
2016,104658985,87569922,35,"C",20,,""
2016,104658987,87569923,35,"C",20,,""
2016,104658992,87569929,35,"C",20,,""
2016,104658994,87569930,35,"C",20,,""
2016,104658996,87569932,35,"C",25,,""
2016,104658999,87569934,35,"C",20,,""
2016,104659003,87569937,35,"C",20,,""
2016,104659006,87569939,35,"C",25,,""
2016,104659014,87569948,35,"C",20,,""
2016,104659043,83324481,35,"C",25,,""
2016,104659048,83324487,35,"C",25,,""
2016,104659052,83324491,35,"C",20,,""
2016,104659065,83324506,35,"C",25,,""
2016,104659074,83324515,35,"A",25,,""
2016,104659094,83324541,35,"C",20,,""
2016,104659130,83324575,35,"C",25,,""
2016,104659132,83324576,35,"C",25,,""
2016,104659138,83324581,35,"C",20,,""
2016,104659147,83324587,35,"C",20,,""
2016,104659153,83324592,35,"C",20,,""
2016,104658007,82888912,35,"C",25,,""
2016,104652604,86670463,35,"C",25,,""
2016,104652610,86670468,35,"C",25,,""
2016,104652620,86670475,35,"C",20,,""
2016,104652632,86670484,35,"C",20,,""
2016,104653685,84499211,35,"C",25,,""
