"DATA_YEAR","VICTIM_ID","INCIDENT_ID","VICTIM_SEQ_NUM","VICTIM_TYPE_ID","ASSIGNMENT_TYPE_ID","ACTIVITY_TYPE_ID","OUTSIDE_AGENCY_ID","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","RESIDENT_STATUS_CODE","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2018,114533092,104248886,1,4,,,,5,67,"F",3,2,"N",67,0
2018,114528137,104244944,1,8,,,,,,"",,,"",,
2018,114536540,104253852,1,4,,,,5,33,"F",1,1,"R",33,0
2018,114528144,104253860,1,4,,,,5,72,"M",1,2,"N",72,0
2018,114533105,104248900,1,4,,,,5,54,"M",1,1,"",54,0
2018,114536554,104244956,1,4,,,,5,52,"M",1,1,"R",52,0
2018,114533109,104244960,1,4,,,,5,64,"M",1,1,"R",64,0
2018,114533120,104248908,1,4,,,,5,48,"M",1,1,"R",48,0
2018,114533122,104248910,3,4,,,,5,16,"M",1,1,"R",16,0
2018,114536568,104248910,2,4,,,,5,51,"F",1,1,"R",51,0
2018,114533124,104248910,1,4,,,,5,52,"F",1,1,"R",52,0
2018,114536570,104244972,1,8,,,,,,"",,,"",,
2018,114536569,104253868,1,4,,,,5,68,"F",1,2,"U",68,0
2018,114536585,104244983,1,1,,,,,,"",,,"",,
2018,114533118,104244970,1,4,,,,5,87,"M",1,2,"R",87,0
2018,114536576,104244975,1,8,,,,,,"",,,"",,
2018,114536571,104248912,1,4,,,,5,65,"F",1,2,"R",65,0
2018,114528156,104248919,1,4,,,,5,25,"M",1,1,"R",25,0
2018,114533138,104244987,1,4,,,,5,68,"M",1,2,"R",68,0
2018,114536587,104244986,1,4,,,,5,43,"F",1,3,"",43,0
2018,114533140,104248925,1,4,,,,5,20,"M",1,1,"R",20,0
2018,114528167,104253880,1,4,,,,5,14,"M",1,1,"R",14,0
2018,114528161,104248924,1,4,,,,5,57,"F",1,2,"R",57,0
2018,114528172,104248931,1,4,,,,5,30,"M",1,1,"R",30,0
2018,114533151,104248930,1,8,,,,,,"",,,"",,
2018,114533153,104253883,1,3,,,,,,"",,,"",,
2018,114528173,104253887,1,4,,,,5,67,"M",1,2,"R",67,0
2018,114528174,104244998,1,4,,,,5,60,"M",1,2,"R",60,0
2018,114533165,104248940,1,4,,,,5,10,"F",1,2,"",10,0
2018,114536613,104253903,1,4,,,,5,93,"M",1,2,"R",93,0
2018,114536611,104245020,1,8,,,,,,"",,,"",,
2018,114536612,104248945,1,4,,,,5,68,"F",1,2,"N",68,0
2018,114536610,104248945,2,4,,,,5,78,"M",1,2,"N",78,0
2018,114528189,104248947,1,4,,,,5,53,"F",2,2,"R",53,0
2018,114536619,104245027,1,8,,,,,,"",,,"",,
2018,114533180,104245025,1,8,,,,,,"",,,"",,
2018,114528198,104245029,2,8,,,,,,"",,,"",,
2018,114528199,104245029,1,4,,,,4,,"M",1,2,"",,
2018,114536622,104245030,1,8,,,,,,"",,,"",,
2018,114536624,104245033,2,4,,,,5,82,"F",1,2,"R",82,0
2018,114536626,104245033,1,4,,,,5,59,"F",1,2,"R",59,0
2018,114536625,104245032,1,1,,,,,,"",,,"",,
2018,114536630,104245036,1,4,,,,5,78,"M",1,2,"R",78,0
2018,114536632,104245038,1,4,,,,5,50,"F",1,2,"R",50,0
