"DATA_YEAR","OFFENDER_ID","INCIDENT_ID","OFFENDER_SEQ_NUM","AGE_ID","AGE_NUM","SEX_CODE","RACE_ID","ETHNICITY_ID","AGE_RANGE_LOW_NUM","AGE_RANGE_HIGH_NUM"
2018,107758114,95482842,1,5,31,"M",2,,31,0
2018,107758220,95482913,1,5,25,"M",2,,25,0
2018,107758230,95482927,1,5,29,"M",2,,29,0
2018,107758432,95483098,1,5,37,"M",2,,37,0
2018,107758416,95483097,1,5,25,"M",2,,25,0
2018,107758537,95483180,2,5,39,"M",1,,39,0
2018,107758534,95483180,1,5,19,"F",2,,19,0
2018,107758088,95482823,1,5,23,"F",2,,23,0
2018,107758541,95483187,1,5,26,"M",2,,26,0
2018,107758542,95483187,2,5,23,"F",2,,23,0
2018,112576708,99646820,0,,,"",,,,
2018,112570299,99650435,0,,,"",,,,
2018,112570309,99650442,1,5,15,"M",2,,14,16
2018,112579797,99650460,1,5,15,"M",2,,15,0
2018,112576757,99650460,3,5,15,"M",2,,15,0
2018,112579798,99650460,2,5,15,"M",2,,15,0
2018,112579831,99646885,1,5,15,"M",2,,15,0
2018,112570374,99654615,0,,,"",,,,
2018,112570390,99654622,1,5,24,"M",2,,24,0
2018,114974489,101733783,1,5,42,"M",2,,42,0
2018,114984244,101741896,1,5,18,"M",2,,18,0
2018,114974526,101737196,1,5,13,"M",2,,13,0
2018,114984277,101741915,1,4,,"U",0,,,
2018,129560043,114346141,1,5,30,"M",2,2,25,35
2018,129555095,114346148,1,5,54,"M",2,2,54,0
2018,129549226,114331748,1,4,,"U",0,3,,
2018,129549225,114331747,1,5,43,"M",2,2,43,0
2018,129549184,114331719,1,5,42,"F",2,2,40,45
2018,129560057,114331736,1,5,13,"M",2,3,12,15
2018,129549232,114331751,2,5,12,"M",2,3,11,13
2018,129549231,114331751,1,5,12,"M",2,3,11,13
2018,129560097,114331757,1,5,23,"F",2,2,23,0
2018,129560099,114331760,1,5,11,"M",2,2,10,12
2018,129560101,114331760,2,5,11,"M",2,2,10,12
2018,129549259,114331772,1,5,29,"M",2,3,28,30
2018,129555131,114336187,1,5,40,"M",1,3,35,45
2018,129549221,114336192,1,5,19,"M",2,3,18,20
2018,129549234,114336207,1,5,65,"M",2,2,65,0
2018,129560063,114336193,1,5,56,"M",1,2,56,0
2018,129560085,114336204,1,5,29,"F",2,3,27,32
2018,129560078,114336197,1,5,28,"M",2,2,27,30
2018,129560042,114331724,1,5,26,"M",2,2,26,0
2018,129560044,114336174,1,4,,"M",2,3,,
2018,129549202,114336179,1,5,22,"M",2,3,20,25
2018,129555123,114336183,1,4,,"M",2,2,,
2018,129555146,114346171,1,5,55,"M",2,2,50,60
2018,129560068,114336195,1,5,26,"M",2,2,26,0
2018,129560077,114336198,1,5,30,"M",2,2,30,0
2018,129560115,114336220,1,5,29,"M",2,2,29,0
2018,129555232,114336234,1,5,38,"M",2,2,38,0
2018,129549200,114336176,1,5,35,"M",2,3,30,40
2018,129560053,114336184,1,5,42,"M",2,2,40,45
2018,129549218,114346165,1,4,,"M",2,3,,
2018,129555147,114346172,1,5,17,"M",2,3,16,18
2018,129560084,114336202,1,5,25,"M",2,3,25,0
2018,129549229,114331750,1,5,50,"F",2,3,50,0
2018,129555165,114331756,1,5,25,"M",2,2,20,30
2018,129555209,114336228,1,4,,"M",1,2,,
2018,129549252,114346202,4,4,,"F",0,3,,
2018,129549249,114346202,2,4,,"M",0,3,,
2018,129549251,114346202,3,4,,"F",0,3,,
2018,129549248,114346202,1,4,,"M",0,3,,
2018,129555197,114346222,1,5,35,"M",0,3,20,50
2018,129555092,114331726,1,5,54,"M",2,2,54,0
2018,129560049,114346151,1,5,53,"F",2,2,53,0
2018,129555144,114346170,1,5,17,"M",2,2,17,0
2018,129549224,114346178,1,5,57,"M",2,2,57,0
2018,129555155,114346179,1,5,43,"M",1,2,43,0
2018,129555160,114346185,1,5,55,"M",2,2,55,0
2018,129555162,114346188,1,4,,"U",0,3,,
2018,129560091,114346190,1,5,22,"M",2,2,20,25
2018,129560095,114331754,1,5,20,"M",2,2,20,0
2018,129560102,114346196,1,5,48,"M",1,1,48,0
2018,129549250,114346203,1,5,20,"M",2,2,20,0
2018,129555182,114346212,1,5,24,"M",2,2,24,0
2018,129555193,114346218,1,5,21,"M",2,2,21,0
2018,129549261,114346221,1,5,33,"M",1,1,33,0
2018,129555176,114346208,1,5,40,"M",2,2,40,0
2018,129560123,114346226,1,5,39,"M",2,2,38,40
2018,129555118,114331734,1,5,50,"M",1,1,50,0
2018,129555125,114346159,1,5,40,"M",2,3,35,45
2018,129555132,114336186,1,5,32,"M",2,2,30,35
2018,129549236,114346195,1,5,65,"M",2,2,65,0
2018,129555094,114346144,1,5,21,"M",2,2,21,0
2018,129555115,114346150,2,5,21,"F",2,2,21,0
2018,129555114,114346150,1,5,25,"F",2,3,25,0
2018,129555124,114346158,1,5,54,"M",2,2,54,0
2018,129555130,114346162,1,5,22,"M",2,2,20,25
2018,129560076,114346177,1,5,27,"M",2,2,27,0
2018,119383516,105563298,1,5,38,"M",2,,38,0
2018,119373234,105563194,1,5,27,"M",2,,25,30
2018,119373193,105563168,1,5,14,"M",2,,14,0
2018,119373254,105563209,1,5,12,"F",2,,12,0
2018,119383405,105563209,2,5,14,"M",2,,14,0
2018,119373184,105563161,1,5,28,"M",2,,28,0
2018,119383454,105563253,1,5,37,"M",2,,35,40
2018,119378806,105563233,1,5,15,"M",2,,13,18
2018,119373433,105558521,1,5,44,"M",1,,44,0
2018,119373394,105558502,1,5,22,"F",2,,20,25
2018,119383392,105558431,4,5,14,"F",2,,14,0
2018,119383390,105558431,2,4,,"F",2,,,
2018,119383393,105558431,5,5,13,"F",2,,13,0
2018,119373239,105558431,1,4,,"F",2,,,
2018,119383394,105558431,6,5,16,"F",2,,16,0
2018,119383391,105558431,3,4,,"F",2,,,
2018,119383446,105558459,1,5,57,"F",2,,55,60
2018,119383450,105567981,1,5,29,"M",2,,29,0
2018,119373366,105568004,1,5,35,"M",2,,30,40
2018,119383409,105567947,0,,,"",,,,
2018,127045605,112095745,0,,,"",,,,
2018,119378903,105563325,1,5,44,"M",1,,44,0
2018,119373324,105563251,1,5,14,"M",2,,14,0
