"DATA_YEAR","PROPERTY_ID","INCIDENT_ID","PROP_LOSS_ID","STOLEN_COUNT","RECOVERED_COUNT"
2018,100847255,95482913,1,,
2018,100847390,95483097,6,,
2018,100847443,95483180,4,,
2018,100847177,95482823,6,,
2018,104615229,99646820,4,,
2018,104615230,99646820,7,,
2018,104618784,99650435,4,,
2018,104618789,99650442,7,,
2018,104615248,99650460,7,,
2018,104612871,99650460,4,,
2018,104612898,99654615,4,,
2018,104618827,99654622,6,,
2018,106538448,101733783,4,,
2018,106532372,101741915,7,,
2018,117807533,114331760,4,,
2018,117796858,114336187,4,,
2018,117807528,114336198,4,,
2018,109983859,105558521,4,,
2018,109983760,105563168,5,,
2018,109983761,105563168,7,,
2018,109983757,105563161,7,,
2018,115764534,112095745,7,,
2018,115764704,112089725,7,,
2018,117807532,114331754,7,,
2018,109983858,105563325,4,,
2018,109993823,105567947,4,,
2018,109989025,105567947,7,,
2018,109989035,105563233,7,,
2018,109989040,105563251,7,,
2018,109989039,105563251,5,,
2018,109983787,105567951,4,,
2018,109989034,105558447,7,,
2018,109993885,105563299,7,,
2018,109989056,105563299,5,,
2018,109993798,105563166,7,,
2018,109983812,105563247,7,,
2018,109983811,105563247,5,,
2018,117807522,114346149,4,,
2018,109989023,105563204,7,,
2018,109993821,105567945,4,,
2018,109993827,105567948,7,,
2018,109993826,105567948,4,,
2018,109993829,105563212,7,,
2018,117803130,114346145,7,,
2018,117807538,114346233,4,,
2018,109989027,105563213,4,,
2018,109983791,105567954,4,,
2018,109983793,105567955,4,,
2018,109983794,105567955,7,,
2018,109983838,105563293,4,,
2018,109983842,105558505,4,,
2018,109993886,105563301,4,,
2018,109993900,105568032,7,,
2018,108630332,104064489,5,,3
2018,108640018,104064489,4,,
2018,108634937,104064489,7,3,
2018,108634889,104064409,7,,
2018,108634895,104064416,7,,
2018,108639953,104064421,7,,
2018,108630292,104059789,4,,
2018,108639981,104059804,7,,
2018,108640009,104059833,7,,
2018,108634890,104064413,4,,
2018,108634891,104064413,7,,
2018,108630317,104059825,7,,
2018,108630326,104059842,7,,
2018,108630327,104064486,7,,
2018,108634888,104064408,4,,
2018,108639948,104067539,4,,
2018,108630291,104059786,4,,
2018,108634903,104064426,4,,
2018,108639989,104064450,7,1,
2018,108630290,104064424,7,,
2018,108639968,104059797,4,,
2018,108630354,104064531,7,,
2018,108634892,104064414,7,1,
2018,108634910,104067560,7,,
2018,108634932,104064482,4,,
2018,105987069,101142624,7,,
2018,105982092,101134084,4,,
2018,105982109,101142659,7,,
2018,105991077,101134124,4,,
2018,105991078,101134124,7,,
2018,105991061,101142658,4,,
2018,104618867,99650548,4,,
2018,104618870,99650552,7,,
2018,104851474,99890263,7,,
2018,104846224,99890263,4,,
2018,104851496,99890285,6,,
2018,104846244,99890302,4,,
2018,104846261,99893903,7,,
2018,104851555,99898444,6,,
2018,108630314,104067599,1,,
2018,104618823,99654617,4,,
2018,104612906,99650510,7,,
2018,104618831,99650511,7,1,
2018,104615295,99654628,7,,
2018,104618836,99650515,4,,
2018,102531190,97308280,7,,
2018,102531413,97308550,4,,
2018,102531457,97308592,6,,
2018,102531608,97308757,7,,
2018,104612893,99654610,4,,
2018,105982147,101134167,6,,
2018,105991059,101142657,7,1,
2018,105982051,101142603,7,,
2018,105991026,101142615,4,,
2018,105991030,101142622,7,,
2018,105982101,101134091,4,,
2018,105982102,101134092,1,,
2018,105991062,101142661,4,,
2018,105987119,101142690,7,,
2018,105991127,101142734,7,,
2018,105991126,101142734,5,,
2018,105987038,101138510,7,,
2018,105991010,101142595,1,,
2018,104851467,99890253,7,,
2018,104851477,99890267,4,,
2018,104846237,99890289,6,,
