"DATA_YEAR","VICTIM_ID","OFFENDER_ID","RELATIONSHIP_ID","NIBRS_VICTIM_OFFENDER_ID"
2017,98967873,102085791,1,29826056
2017,98969492,102087376,3,29826407
2017,98969516,102087381,3,29826420
2017,98969492,102087381,25,29826408
2017,98969506,102087376,3,29826411
2017,98969506,102087381,16,29826416
2017,98969516,102087376,25,29826418
2017,98971302,102089273,3,29826932
2017,98971716,102089688,1,29827058
2017,98972842,102090876,17,29827368
2017,98976188,102094110,24,29828370
2017,98977443,102095400,24,29828803
2017,98977443,102095396,24,29828802
2017,98977443,102095393,24,29828801
2017,98980044,102097925,24,29829612
2017,98980050,102097925,24,29829613
2017,98980120,102098008,24,29829634
2017,98980480,102098367,7,29829828
2017,98981516,102099365,24,29830138
2017,98981516,102099366,24,29830139
2017,98982284,102100111,24,29830374
2017,98982284,102100112,24,29830377
2017,98985174,102102929,14,29831228
2017,98985172,102102929,14,29831225
2017,98985178,102102929,14,29831229
2017,98985889,102103684,24,29831419
2017,98985948,102103739,24,29831436
2017,98987927,102105633,24,29832098
2017,98987927,102105623,24,29832097
2017,98990398,102108079,9,29832966
2017,98992181,102109894,17,29833740
2017,98993925,102111676,24,29834455
2017,98993925,102111679,24,29834456
2017,98993939,102111679,24,29834464
2017,98993939,102111676,24,29834462
2017,98995654,102113468,14,29835081
2017,98996661,102114472,3,29835457
2017,98997381,102115221,21,29835713
2017,98999676,102117458,24,29836612
2017,98999676,102117464,24,29836613
2017,99000072,102117849,5,29836756
2017,99000354,102118124,3,29836840
2017,99002319,102120094,26,29837321
2017,99003003,102120796,16,29837552
2017,99006037,102123708,16,29838303
2017,99006223,102123890,14,29838375
2017,99007727,102125303,3,29838703
2017,99008594,102126096,24,29838895
2017,99008589,102126096,3,29838892
2017,99008597,102126096,24,29838896
2017,99009154,102126630,24,29839077
2017,99012721,102129872,7,29840014
2017,99013047,102130190,1,29840171
2017,99013071,102130220,1,29840177
2017,99013071,102130222,1,29840178
2017,99013659,102130825,24,29840415
2017,99013889,102131030,5,29840482
2017,99015979,102133111,16,29841255
2017,99047700,102164038,13,29849461
2017,99047697,102164038,6,29849460
2017,99047701,102164038,1,29849462
2017,99047693,102164038,1,29849458
2017,99048608,102164922,1,29849749
2017,99048610,102164922,1,29849750
2017,99048620,102164922,1,29849753
2017,99048614,102164922,1,29849752
2017,99048910,102165220,9,29849851
2017,99068676,102184553,3,29855658
2017,99069042,102184934,3,29855723
2017,99070986,102186714,18,29856070
2017,99070990,102186718,21,29856071
2017,99071228,102186957,1,29856193
2017,99071234,102186964,3,29856194
2017,99072481,102188163,16,29856617
2017,99072481,102188164,16,29856615
2017,99072481,102188165,16,29856616
2017,99072521,102188213,3,29856632
2017,99080904,102196694,24,29858960
2017,99080832,102196694,24,29858953
2017,99080953,102196785,3,29858983
2017,99081256,102196886,16,29858997
2017,99085733,102201562,12,29860082
2017,99086924,102202712,3,29860351
2017,99087104,102202912,19,29860398
2017,99087852,102203648,18,29860612
2017,99089522,102205327,20,29861264
2017,99089824,102205623,3,29861391
2017,99090919,102206771,1,29861775
2017,99091094,102206963,3,29861822
2017,99091464,102207358,1,29861941
2017,99092357,102208285,3,29862152
2017,99095056,102211002,24,29862705
2017,99095056,102210998,24,29862704
2017,99095259,102211214,19,29862749
2017,99095256,102211214,3,29862748
2017,99095570,102211532,3,29862819
2017,99095643,102211591,24,29862838
2017,99095991,102211972,3,29862935
2017,99096258,102212242,1,29863006
2017,99096366,102212342,1,29863024
2017,99096366,102212340,1,29863022
2017,99096832,102212823,1,29863131
2017,99097745,102213764,24,29863342
2017,99099952,102215961,16,29863851
2017,99099952,102215959,16,29863853
2017,99099952,102215963,16,29863854
2017,99100455,102216478,19,29863996
2017,99104359,102220321,21,29864879
2017,99104903,102220836,18,29864993
2017,99106870,102222794,24,29865436
2017,99106997,102222915,3,29865461
2017,99107606,102223539,24,29865646
2017,99108223,102224146,24,29865813
2017,99108500,102224427,15,29865883
2017,99108777,102224691,18,29865950
2017,99108777,102224694,18,29865948
2017,99109538,102225499,14,29866153
2017,110840168,114199481,21,33572061
2017,110851600,114191077,3,33579878
2017,98962889,102080883,3,29824881
2017,98962947,102080939,1,29824893
2017,98964569,102082533,26,29825210
2017,98964872,102082849,24,29825287
2017,98964880,102082849,24,29825288
2017,98965325,102083267,24,29825412
2017,98965318,102083267,3,29825409
2017,98965323,102083267,1,29825411
2017,98966536,102084470,16,29825791
2017,98966635,102084535,1,29825822
2017,98966635,102084530,1,29825820
2017,98966621,102084535,1,29825815
2017,98966621,102084530,25,29825810
2017,98967897,102085818,26,29826063
2017,98970879,102088815,24,29826796
2017,98971307,102089279,21,29826935
2017,98971908,102089905,14,29827109
2017,98972580,102090596,24,29827279
2017,98976393,102094347,1,29828465
2017,98977518,102095476,1,29828828
2017,98977518,102095463,1,29828823
2017,98977518,102095473,1,29828826
2017,98977524,102095476,1,29828832
2017,98977524,102095463,1,29828830
2017,98977524,102095473,1,29828831
2017,98977796,102095755,1,29828891
2017,98980021,102097908,24,29829606
2017,98980021,102097901,14,29829604
2017,98980021,102097907,24,29829605
2017,98980772,102098663,21,29829930
2017,98981425,102099250,16,29830113
2017,98983676,102101470,16,29830808
2017,98984621,102102389,18,29831084
2017,98984818,102102576,14,29831123
2017,98986723,102104469,21,29831676
2017,98986771,102104520,1,29831692
2017,98987565,102105292,24,29831982
2017,98987565,102105293,24,29831983
2017,98988750,102106453,24,29832367
2017,110855697,114191892,14,33572278
