agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
4646,ID0400500,ID0400500,Smelterville Police Department,Smelterville,1,City,,,2289,Smelterville,17,ID,702,Shoshone,16079,A,23366,IDUCR0001,Idaho State Police Bureau of Criminal Identification,ID,1976,,2016,2014,2004,598,7,"Cities under 2,500",L,N,N,0,0,0,4641,ID0400000,Shoshone,2001,1,0,83868,47.347694,-115.885092
4668,IDISP0000,IDISP0000,Idaho State Police,Idaho State Police,4,State Police,,,,,17,ID,3325,,,A,23366,IDUCR0001,Idaho State Police Bureau of Criminal Identification,ID,1973,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,269,224,83642,43.451477,-116.244376
4660,IDDI00900,IDDI00900,Coeur d'Alene Tribal,Coeur d'Alene Tribal,7,Tribal,22,,,,17,ID,3325,,,A,23366,IDUCR0001,Idaho State Police Bureau of Criminal Identification,ID,2006,,2016,,,0,7,"Cities under 2,500",L,N,N,2,0,4,,,,2016,14,1,83851,47.218451,-116.633541
4579,ID0160000,ID0160000,Cassia County Sheriff's Office,Cassia,2,County,,,,,17,ID,678,Cassia,16031,A,23366,IDUCR0001,Idaho State Police Bureau of Criminal Identification,ID,1960,,2016,2013,2016,23711,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,32,20,83318,42.288635,-113.605498
4632,ID0360100,ID0360100,Malad City Police Department,Malad City,1,City,,,2260,Malad City,17,ID,698,Oneida,16071,A,23366,IDUCR0001,Idaho State Police Bureau of Criminal Identification,ID,1960,,2016,2014,1991,1997,7,"Cities under 2,500",L,N,N,0,0,0,4631,ID0360000,Oneida,,,,83252,42.18389,-112.520465
4544,ID0050000,ID0050000,Benewah County Sheriff's Office,Benewah,2,County,,,,,17,ID,667,Benewah,16009,A,23366,IDUCR0001,Idaho State Police Bureau of Criminal Identification,ID,1960,,2016,2013,2016,6763,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,7,8,83861,47.218451,-116.633541
4534,ID0010700,ID0010700,Kuna Police Department,Kuna,1,City,,,2226,Boise,17,ID,663,Ada,16001,A,23366,IDUCR0001,Idaho State Police Bureau of Criminal Identification,ID,1974,,2016,2014,1981,17420,5,"Cities from 10,000 thru 24,999",L,Y,N,0,0,0,4530,ID0010000,Ada,1980,4,0,83704,43.451477,-116.244376
4570,ID0130000,ID0130000,Camas County Sheriff's Office,Camas,2,County,,,,,17,ID,675,Camas,16025,A,23366,IDUCR0001,Idaho State Police Bureau of Criminal Identification,ID,1960,,2016,2013,2016,1025,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,4,2,83327,43.463396,-114.804427
4674,IDISP0600,IDISP0600,State Police: Idaho Falls,State Police: Idaho Falls,4,State Police,,,,,17,ID,3325,,,A,23366,IDUCR0001,Idaho State Police Bureau of Criminal Identification,ID,1991,,2016,2014,1992,0,8D,"Non-MSA counties under 10,000",L,N,N,0,0,0,4668,IDISP0000,Idaho State Police,2004,22,2,83402,43.395171,-111.621878
4553,ID0070200,ID0070200,Sun Valley Police Department,Sun Valley,1,City,,,2293,Sun Valley,17,ID,669,Blaine,16013,A,23366,IDUCR0001,Idaho State Police Bureau of Criminal Identification,ID,1973,,2016,2013,2016,1414,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,10,1,83353,43.394482,-113.95529
