agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
869,AZ0090100,AZ0090100,Holbrook Police Department,Holbrook,1,City,,,598,Holbrook,5,AZ,191,Navajo,04017,A,23356,AZUCR0001,Arizona Department of Public Safety Uniform Crime Reporting Program Access Integrity Unit,AZ,1960,,2016,,,5007,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,10,,,,2016,13,2,86025,35.390934,-110.320908
906,AZ0130700,AZ0130700,Prescott Police Department,Prescott,1,City,,,619,Prescott,5,AZ,195,Yavapai,04025,A,23356,AZUCR0001,Arizona Department of Public Safety Uniform Crime Reporting Program Access Integrity Unit,AZ,1960,,2016,,,41393,4,"Cities from 25,000 thru 49,999",L,N,Y,12,0,10,,,,2016,68,13,86303,34.630044,-112.573745
849,AZ0072500,AZ0072500,Scottsdale Police Department,Scottsdale,1,City,,,626,Scottsdale,5,AZ,189,Maricopa,04013,A,23356,AZUCR0001,Arizona Department of Public Safety Uniform Crime Reporting Program Access Integrity Unit,AZ,1960,,2016,,,233872,2,"Cities from 100,000 thru 249,000",L,N,Y,12,0,10,,,,2016,401,232,85251,33.346541,-112.495534
871,AZ0090500,AZ0090500,Snowflake-Taylor Police Department,Snowflake-Taylor,1,City,,,630,Snowflake,5,AZ,191,Navajo,04017,A,23356,AZUCR0001,Arizona Department of Public Safety Uniform Crime Reporting Program Access Integrity Unit,AZ,1977,,2016,,,9805,6,"Cities from 2,500 thru 9,999",L,N,N,12,0,10,,,,2016,13,9,85937,35.390934,-110.320908
920,AZ0150000,AZ0150000,La Paz County Sheriff's Office,La Paz,2,County,,,,,5,AZ,188,La Paz,04012,A,23356,AZUCR0001,Arizona Department of Public Safety Uniform Crime Reporting Program Access Integrity Unit,AZ,1983,,2016,,,13562,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,0,9,,,,2016,30,55,85344,33.727625,-114.038793
810,AZ0020700,AZ0020700,Huachuca City Police Department,Huachuca City,1,City,,,599,Huachuca City,5,AZ,183,Cochise,04003,A,23356,AZUCR0001,Arizona Department of Public Safety Uniform Crime Reporting Program Access Integrity Unit,AZ,1963,,2016,2013,,1755,7,"Cities under 2,500",L,Y,N,0,0,6,,,,2016,5,7,85616,31.840129,-109.775163
838,AZ0070300,AZ0070300,Buckeye Police Department,Buckeye,1,City,,,572,Buckeye,5,AZ,189,Maricopa,04013,A,23356,AZUCR0001,Arizona Department of Public Safety Uniform Crime Reporting Program Access Integrity Unit,AZ,1971,,2016,,,61726,3,"Cities from 50,000 thru 99,000",L,N,N,12,0,10,,,,2016,86,26,85326,33.346541,-112.495534
904,AZ0130300,AZ0130300,Cottonwood Police Department,Cottonwood,1,City,,,582,Cottonwood,5,AZ,195,Yavapai,04025,A,23356,AZUCR0001,Arizona Department of Public Safety Uniform Crime Reporting Program Access Integrity Unit,AZ,1971,,2016,,,11678,5,"Cities from 10,000 thru 24,999",L,Y,N,12,0,10,,,,2016,31,23,86326,34.630044,-112.573745
827,AZ0048900,AZ0048900,San Carlos Apache,San Carlos Apache,7,Tribal,142,,,,5,AZ,3249,,,A,23356,AZUCR0001,Arizona Department of Public Safety Uniform Crime Reporting Program Access Integrity Unit,AZ,1983,,2016,,,0,7,"Cities under 2,500",L,N,N,6,0,7,,,,2015,29,21,85550,33.789618,-110.81187
898,AZ0119700,AZ0119700,Central Arizona College,Central Arizona College,3,University or College,,104,,,5,AZ,193,Pinal,04021,A,23356,AZUCR0001,Arizona Department of Public Safety Uniform Crime Reporting Program Access Integrity Unit,AZ,1974,,2016,,,0,7,"Cities under 2,500",L,Y,N,12,0,10,,,,2016,8,1,85228,32.919038,-111.367005
