"YEARLY_AGENCY_ID","AGENCY_ID","DATA_YEAR","ORI","LEGACY_ORI","COVERED_BY_LEGACY_ORI","DIRECT_CONTRIBUTOR_FLAG","DORMANT_FLAG","DORMANT_YEAR","REPORTING_TYPE","UCR_AGENCY_NAME","NCIC_AGENCY_NAME","PUB_AGENCY_NAME","PUB_AGENCY_UNIT","AGENCY_STATUS","STATE_ID","STATE_NAME","STATE_ABBR","STATE_POSTAL_ABBR","DIVISION_CODE","DIVISION_NAME","REGION_CODE","REGION_NAME","REGION_DESC","AGENCY_TYPE_NAME","POPULATION","SUBMITTING_AGENCY_ID","SAI","SUBMITTING_AGENCY_NAME","SUBURBAN_AREA_FLAG","POPULATION_GROUP_ID","POPULATION_GROUP_CODE","POPULATION_GROUP_DESC","PARENT_POP_GROUP_CODE","PARENT_POP_GROUP_DESC","MIP_FLAG","POP_SORT_ORDER","SUMMARY_RAPE_DEF","PE_REPORTED_FLAG","MALE_OFFICER","MALE_CIVILIAN","PED.MALE_OFFICER+PED.MALE_CIVILIAN","FEMALE_OFFICER","FEMALE_CIVILIAN","PED.FEMALE_CIVILIAN+PED.FEMALE_OFFICER","0","0","NIBRS_CERT_DATE","NIBRS_START_DATE","NIBRS_LEOKA_START_DATE","NIBRS_CT_START_DATE","NIBRS_MULTI_BIAS_START_DATE","NIBRS_OFF_ETH_START_DATE","COVERED_FLAG","COUNTY_NAME","MSA_NAME","PUBLISHABLE_FLAG","PARTICIPATED","NIBRS_PARTICIPATED"
74152018,7415,2018,"MA0010100","MA0010100","","N","N",,"I","BARNSTABLE","BARNSTABLE PD","Barnstable","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",44015,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","N",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",102,9,111,11,17,28,0,0,01-MAY-93,01-OCT-00,01-SEP-14,01-NOV-16,01-SEP-14,01-SEP-14,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
74162018,7416,2018,"MA0010200","MA0010200","","N","N",,"I","BOURNE","BOURNE PD BUZZARDS BAY","Bourne","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",19894,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",38,1,39,5,7,12,0,0,01-MAY-93,01-JAN-95,01-JUL-14,01-DEC-14,01-JUL-14,01-JUL-14,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
74172018,7417,2018,"MA0010300","MA0010300","","N","N",,"I","BREWSTER","BREWSTER PD","Brewster","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",9831,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",20,1,21,3,6,9,0,0,01-MAY-93,01-JAN-99,01-JUL-14,01-DEC-14,01-JUL-14,01-JUL-14,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
74182018,7418,2018,"MA0010400","MA0010400","","N","N",,"I","CHATHAM","CHATHAM PD","Chatham","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",6174,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",21,1,22,1,5,6,0,0,01-MAY-93,01-JAN-03,01-JUL-14,01-JAN-15,01-JUL-14,01-JUL-14,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
74192018,7419,2018,"MA0010500","MA0010500","","N","N",,"I","DENNIS","DENNIS PD","Dennis","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",13872,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",41,1,42,3,8,11,0,0,01-MAY-93,01-JAN-98,01-JUL-14,01-OCT-15,01-JUL-14,01-JUL-14,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
74202018,7420,2018,"MA0010600","MA0010600","","N","N",,"I","EASTHAM","EASTHAM PD","Eastham","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",4871,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",13,0,13,3,5,8,0,0,01-MAY-93,01-JUL-96,01-JUL-14,01-APR-16,01-JUL-14,01-JUL-14,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
74212018,7421,2018,"MA0010700","MA0010700","","N","N",,"I","FALMOUTH","FALMOUTH PD","Falmouth","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",31033,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","Y",8,"4","Cities from 25,000 thru 49,999","4","Cities from 25,000 thru 49,999","N",2,"R","Y",54,0,54,5,3,8,0,0,01-MAY-93,01-JAN-99,01-JUL-14,01-JAN-15,01-JUL-14,01-JUL-14,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
74222018,7422,2018,"MA0010800","MA0010800","","N","N",,"I","HARWICH","HARWICH PD","Harwich","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",12130,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",30,2,32,2,6,8,0,0,01-MAY-93,01-JAN-01,01-JUL-14,01-MAY-18,01-JUL-14,01-JUL-14,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
74232018,7423,2018,"MA0010900","MA0010900","","N","N",,"I","MASHPEE","MASHPEE PD","Mashpee","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",14215,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",31,3,34,3,6,9,0,0,01-MAY-93,01-JAN-99,01-JAN-15,01-JAN-15,01-JAN-15,01-JAN-15,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
74242018,7424,2018,"MA0011000","MA0011000","","N","N",,"I","ORLEANS","ORLEANS PD","Orleans","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",5809,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",17,2,19,4,4,8,0,0,01-MAY-93,01-OCT-01,01-JAN-15,01-MAR-15,01-JAN-15,01-JAN-15,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
74252018,7425,2018,"MA0011100","MA0011100","","N","N",,"I","PROVINCETOWN","PROVINCETOWN PD","Provincetown","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",2960,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","Y",10,"6","Cities from 2,500 thru 9,999","6","Cities from 2,500 thru 9,999","N",2,"R","Y",14,1,15,3,6,9,0,0,01-MAY-93,01-JAN-03,01-JUL-14,01-DEC-15,01-JUL-14,01-JUL-14,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
74262018,7426,2018,"MA0011200","MA0011200","","N","N",,"I","SANDWICH","SANDWICH PD","Sandwich","","A",23,"Massachusetts","MA","MA","1","New England","1","Northeast","Region I","City",20248,23371,"MAUCR0001","Massachusetts Executive Office of Public Safety and Security ","Y",9,"5","Cities from 10,000 thru 24,999","5","Cities from 10,000 thru 24,999","N",2,"R","Y",32,0,32,3,1,4,0,0,01-MAY-93,01-JAN-95,01-JUL-14,01-DEC-14,01-JUL-14,01-JUL-14,"N","BARNSTABLE","Barnstable Town, MA","Y","Y","Y"
