"DATA_YEAR","WEAPON_ID","OFFENSE_ID","NIBRS_WEAPON_ID"
2018,12,123006149,22112604
2018,20,123007724,22107768
2018,12,123006180,22107769
2018,12,123007726,22112611
2018,12,123006206,22107775
2018,12,123007765,22112617
2018,18,123011934,22107778
2018,12,123007783,22112619
2018,12,123006228,22107781
2018,12,123007789,22103000
2018,18,123006267,22103010
2018,19,123006284,22103013
2018,12,123006300,22107801
2018,12,123007865,22112646
2018,12,123016336,22112647
2018,12,123016356,22107812
2018,12,123012035,22107824
2018,12,123016427,22103030
2018,12,123007983,22112659
2018,12,123016461,22107835
2018,12,123012080,22107839
2018,12,123012088,22112667
2018,12,123008019,22112666
2018,12,123012100,22103040
2018,12,123012114,22103044
2018,12,123016533,22107844
2018,12,123016593,22112687
2018,12,123016640,22107858
2018,12,123008156,22112694
2018,12,123016685,22107869
2018,12,123016693,22107871
2018,12,123016721,22107876
2018,12,123008205,22107878
2018,9,123012242,22107879
2018,20,123016740,22112704
2018,12,123016743,22107885
2018,12,123012258,22103068
2018,12,123016757,22107889
2018,12,123016768,22107890
2018,12,123016786,22107894
2018,12,123016810,22107903
2018,12,123008318,22112732
2018,12,123012334,22107919
2018,4,123012334,22107918
2018,12,123012338,22107920
2018,12,123016856,22107923
2018,12,123016869,22112741
2018,18,123016869,22112742
2018,12,123008357,22112743
2018,18,123012360,22112749
2018,12,123016895,22107934
2018,12,121646411,21800039
2018,12,121646483,21800057
2018,12,121646572,21800078
2018,12,121646630,21800087
2018,3,121647273,21800203
2018,18,121647317,21800223
2018,2,121647396,21800235
2018,12,121647729,21800319
2018,18,121647950,21800371
2018,12,121648223,21800445
2018,12,121648388,21800492
2018,12,121648391,21800493
2018,12,121648535,21800532
2018,12,121649065,21800652
2018,12,121649395,21800689
2018,12,121649500,21800705
2018,12,121649864,21800772
2018,12,121650205,21800826
2018,12,121651138,21801015
2018,12,121651395,21801093
2018,12,121651471,21801110
2018,18,121651658,21801144
2018,18,121651892,21801199
2018,19,121652077,21801230
2018,18,121652866,21801354
2018,12,121652883,21801357
2018,12,121653140,21801413
2018,19,121206461,21701510
2018,12,121206562,21701525
2018,5,121207342,21701672
2018,12,121207836,21701754
2018,12,121207891,21701762
2018,12,121207987,21701783
2018,12,121208015,21701789
2018,12,121208055,21701799
2018,12,121208080,21701804
2018,18,121208255,21701857
2018,12,121208266,21701861
2018,12,121208398,21701890
2018,12,121208497,21701920
2018,12,121208629,21701954
2018,12,121208722,21701981
2018,12,121208807,21701999
2018,12,121206834,21701587
2018,12,121207642,21701720
2018,12,121207978,21701780
2018,12,121208132,21701817
2018,12,121208232,21701853
2018,12,121208474,21701914
2018,12,121208495,21701918
2018,12,121208583,21701940
2018,12,121208802,21701997
2018,10,121208995,21702055
2018,12,121206362,21701488
2018,12,121206391,21701493
2018,10,121206687,21701552
2018,12,121207548,21701709
2018,12,121207563,21701711
2018,12,121207932,21701772
2018,12,121208671,21701966
2018,12,132390532,24355282
2018,12,132385331,24356944
2018,12,121647599,21800286
2018,12,121647617,21800293
2018,12,121647755,21800323
2018,12,121648443,21800507
2018,12,121648555,21800535
2018,12,121650940,21800970
2018,12,121651072,21801001
2018,12,121651244,21801047
2018,18,121651316,21801070
2018,12,121651385,21801090
2018,12,121651446,21801104
2018,12,121651674,21801148
2018,12,121651710,21801153
2018,12,121652108,21801234
2018,18,121652619,21801310
2018,18,121653070,21801395
2018,12,121653089,21801396
2018,12,121653300,21801436
2018,3,121647128,21800173
2018,12,121647249,21800195
2018,12,121647310,21800220
2018,12,121647614,21800292
2018,12,121648152,21800420
2018,12,121648231,21800449
2018,12,121648352,21800481
2018,12,121648402,21800497
2018,12,121650838,21800944
2018,12,121651407,21801096
2018,12,121651648,21801138
2018,12,121651878,21801194
2018,12,121652056,21801225
2018,12,121653284,21801432
2018,18,121206631,21701541
2018,12,121206682,21701548
2018,12,121207087,21701633
2018,12,121207396,21701680
2018,12,121207718,21701733
2018,12,121208139,21701819
2018,12,121208188,21701837
2018,12,121208323,21701869
2018,12,121208365,21701883
2018,12,121208934,21702040
2018,12,120785888,21606282
2018,20,120787069,21606476
2018,12,120787846,21606649
2018,12,120785886,21606280
2018,12,120786033,21606308
2018,12,120786069,21606320
2018,17,120786120,21606328
2018,12,120786120,21606327
2018,12,120787881,21606659
2018,12,120788105,21606693
2018,12,120788178,21606705
2018,12,120788353,21606748
2018,12,120786046,21606312
2018,12,120786072,21606321
2018,12,120787116,21606489
2018,12,120787756,21606633
2018,12,120787805,21606642
2018,12,121646339,21800021
2018,12,121646412,21800040
2018,12,121647439,21800245
2018,12,121647527,21800269
2018,12,121647573,21800278
2018,12,121647736,21800321
2018,12,121647757,21800324
2018,18,121647790,21800330
2018,12,121647850,21800342
2018,12,121647931,21800367
2018,9,121648270,21800463
2018,3,121649029,21800647
2018,12,121649462,21800700
2018,12,121649685,21800734
2018,12,121650070,21800803
2018,12,121650646,21800889
2018,12,121650714,21800901
2018,12,121651147,21801016
2018,12,121651418,21801099
2018,12,121651433,21801103
2018,12,121651565,21801127
2018,18,121651871,21801189
2018,18,121651998,21801217
2018,12,121652653,21801314
2018,12,121652773,21801338
2018,18,121652800,21801343
2018,12,121653058,21801393
2018,19,121653101,21801398
2018,12,121653133,21801410
2018,12,121207709,21701730
2018,12,121208153,21701824
2018,12,121208359,21701881
2018,12,121208452,21701905
2018,20,121208555,21701931
2018,12,121206381,21701491
2018,12,121207878,21701761
2018,12,121208392,21701889
2018,12,121208445,21701903
2018,12,121208461,21701910
2018,12,121208469,21701912
2018,12,121208928,21702038
2018,12,120785817,21606258
2018,12,120785865,21606277
2018,12,120786097,21606325
2018,12,120787064,21606474
2018,12,120787145,21606495
2018,17,120787211,21606516
2018,12,120787211,21606515
2018,12,120787659,21606613
2018,12,120788227,21606723
2018,12,120788351,21606747
2018,12,120785855,21606274
2018,12,120786077,21606322
2018,12,120786100,21606324
2018,12,120787372,21606553
2018,12,120787493,21606583
2018,18,120787493,21606586
2018,12,120788221,21606721
2018,9,121646561,21800075
2018,9,121647315,21800222
2018,12,121647328,21800226
2018,12,121647659,21800310
2018,9,121647722,21800317
2018,12,121647936,21800368
2018,12,121648036,21800392
2018,12,121649170,21800666
2018,12,121649680,21800732
2018,18,121649770,21800755
2018,12,121649810,21800763
2018,12,121649942,21800786
2018,9,121650171,21800821
2018,12,121651062,21801000
2018,12,121651449,21801105
2018,10,121652232,21801250
2018,12,121652606,21801307
2018,20,121653103,21801399
2018,12,121653371,21801447
2018,12,121653512,21801477
2018,12,121646203,21799985
2018,12,121646335,21800020
2018,12,121646346,21800024
2018,12,121646463,21800054
2018,12,121646510,21800065
2018,12,121647247,21800194
2018,12,121647308,21800219
2018,20,121647354,21800230
2018,12,121647875,21800348
2018,12,121647895,21800356
2018,12,121647925,21800364
2018,12,121648076,21800401
2018,12,121648111,21800409
2018,18,121648126,21800412
2018,12,121648262,21800459
2018,12,121648350,21800480
2018,12,121648365,21800485
2018,12,121648431,21800505
2018,12,121648478,21800520
2018,12,121649450,21800698
2018,18,121649888,21800777
2018,18,121650001,21800794
2018,12,121650108,21800814
2018,12,121650456,21800874
2018,12,121651408,21801097
2018,12,121651655,21801142
2018,12,121651661,21801145
2018,12,121651954,21801208
2018,12,121652262,21801255
2018,12,121652998,21801381
2018,12,121653286,21801434
2018,12,121653534,21801483
2018,12,132385320,24356936
2018,12,132385326,24356940
2018,12,121206751,21701572
2018,12,121207066,21701631
2018,12,121207281,21701666
2018,12,121207512,21701704
2018,12,121207641,21701719
2018,12,121207832,21701752
2018,12,121207953,21701777
2018,12,121207959,21701778
2018,12,121208144,21701822
2018,12,121208195,21701842
2018,12,121208202,21701847
2018,12,121208174,21701832
2018,20,121208337,21701874
2018,12,121208378,21701885
2018,12,121208433,21701897
2018,12,121208463,21701911
2018,12,121208682,21701970
2018,12,121208730,21701982
2018,12,121208740,21701984
2018,19,121208909,21702031
2018,12,120785810,21606256
2018,10,120785831,21606263
2018,12,120785859,21606276
2018,12,120785968,21606298
2018,12,120786977,21606456
2018,12,120787502,21606590
2018,12,120787620,21606605
2018,12,120787652,21606611
2018,12,120788201,21606712
2018,12,120788259,21606730
2018,19,121206393,21701495
2018,12,121207151,21701643
2018,12,121207812,21701749
2018,12,121207986,21701782
2018,12,121208334,21701872
2018,20,121208348,21701878
2018,12,121208804,21701998
2018,12,121208925,21702037
2018,12,121209002,21702060
2018,3,131908738,24239368
2018,12,131916820,24247987
2018,12,131911715,24244929
2018,12,131911772,24247993
2018,12,131908886,24247996
2018,12,131908888,24244948
2018,18,131911805,24239398
2018,12,131916965,24244962
2018,12,131917010,24248009
2018,20,131908961,24239409
2018,20,131917015,24248013
2018,18,131911919,24239411
2018,20,131917029,24248017
2018,12,131917134,24248043
2018,3,131909079,24239442
2018,12,131917252,24248071
2018,20,131912145,24245024
2018,12,131917360,24248100
2018,12,131917373,24245045
