agency_id,ori,legacy_ori,agency_name,short_name,agency_type_id,agency_type_name,tribe_id,campus_id,city_id,city_name,state_id,state_abbr,primary_county_id,primary_county,primary_county_fips,agency_status,submitting_agency_id,submitting_sai,submitting_name,submitting_state_abbr,start_year,dormant_year,current_year,revised_rape_start,current_nibrs_start_year,population,population_group_code,population_group_desc,population_source_flag,suburban_area_flag,core_city_flag,months_reported,nibrs_months_reported,past_10_years_reported,covered_by_id,covered_by_ori,covered_by_name,staffing_year,total_officers,total_civilians,icpsr_zip,icpsr_lat,icpsr_lng
8890,MI6916900,MI6916900,Otsego County Sheriff's Office,Otsego,2,County,,,,,26,MI,1312,Otsego,26137,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1960,,2016,2013,2016,20520,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,12,13,49735,45.021794,-84.576597
8575,MI3621600,MI3621600,Alpha Police Department,Alpha,1,City,,,4503,Alpha,26,MI,1279,Iron,26071,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1970,,2016,2014,1984,136,7,"Cities under 2,500",L,N,N,0,0,0,8574,MI3613600,Iron,,,,49902,46.170249,-88.540409
8556,MI3381300,MI3381300,Webberville Police Department,Webberville,1,City,,,4992,Webberville,26,MI,1276,Ingham,26065,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1970,,2016,2014,2000,1267,7,"Cities under 2,500",L,Y,N,0,0,0,8549,MI3313300,Ingham,1995,2,1,48892,42.603534,-84.373811
8391,MI1437200,MI1437200,Ontwa Township-Edwardsburg Police Department,Ontwa Township-Edwardsburg,1,City,,,4630,Edwardsburg,26,MI,1257,Cass,26027,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1970,,2016,2013,2016,6482,6,"Cities from 2,500 thru 9,999",L,Y,N,12,12,8,,,,2016,6,0,49112,41.91624,-85.999458
8385,MI1365500,MI1365500,Pennfield Township Police Department,Pennfield Township,1,City,,,4517,Battle Creek,26,MI,1256,Calhoun,26025,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1970,,2016,2014,1997,8937,6,"Cities from 2,500 thru 9,999",L,Y,N,0,0,0,8377,MI1311300,Calhoun,1996,6,1,49017,42.24299,-85.012385
8573,MI3603600,MI3603600,State Police: Iron County,State Police: Iron County,4,State Police,,,,,26,MI,1279,Iron,26071,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1979,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,10,,,,2016,1,0,49935,46.170249,-88.540409
8943,MI7392900,MI7392900,Albee Township Police Department,Albee Township,1,City,,,4554,Burt,26,MI,1316,Saginaw,26145,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1984,,2016,2014,2001,2070,7,"Cities under 2,500",L,Y,N,0,0,0,8920,MI7317300,Saginaw,1990,1,0,48417,43.328267,-84.05541
8856,MI6382100,MI6382100,White Lake Township Police Department,White Lake Township,1,City,,,4997,White Lake,26,MI,1306,Oakland,26125,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1970,,2016,2013,2016,31172,4,"Cities from 25,000 thru 49,999",L,Y,N,12,12,10,,,,2016,26,10,48383,42.660452,-83.38421
8735,MI5288900,MI5288900,Richmond Township Police Department,Richmond Township,1,City,,,4866,Palmer,26,MI,1295,Marquette,26103,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1978,,2016,2014,2001,899,7,"Cities under 2,500",L,N,N,0,0,0,8726,MI5215200,Marquette,2000,1,0,49871,46.656629,-87.583982
8585,MI3787000,MI3787000,Central Michigan University,Central Michigan University,3,University or College,,106,,,26,MI,1280,Isabella,26073,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1971,,2016,2013,2016,0,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,23,14,48859,43.645233,-84.839424
8918,MI7294600,MI7294600,Gerrish Township Police Department,Gerrish Township,1,City,,,4913,Roscommon,26,MI,1315,Roscommon,26143,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1982,,2016,2013,2016,2926,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,9,,,,2016,7,0,48653,44.339517,-84.611271
8851,MI6377300,MI6377300,Sylvan Lake Police Department,Sylvan Lake,1,City,,,4962,Sylvan Lake,26,MI,1306,Oakland,26125,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1970,,2016,2013,2016,1819,7,"Cities under 2,500",L,Y,N,12,12,10,,,,2016,4,0,48320,42.660452,-83.38421
8969,MI7627400,MI7627400,Brown City Police Department,Brown City,1,City,,,4549,Brown City,26,MI,1317,Sanilac,26151,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1970,,2016,2013,2016,1268,7,"Cities under 2,500",L,N,N,12,12,10,,,,2016,2,0,48416,43.449155,-82.642815
8895,MI7033000,MI7033000,Coopersville Police Department,Coopersville,1,City,,,4597,Coopersville,26,MI,1313,Ottawa,26139,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1970,,2016,2014,2000,4361,6,"Cities from 2,500 thru 9,999",L,Y,N,0,0,0,8894,MI7017000,Ottawa,1995,6,1,49404,42.942346,-86.655342
8760,MI5705700,MI5705700,State Police: Missaukee County,State Police: Missaukee County,4,State Police,,,,,26,MI,1300,Missaukee,26113,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1979,,2016,2013,2016,0,8D,"Non-MSA counties under 10,000",L,N,N,12,12,9,,,,2016,1,0,49341,44.325424,-85.085471
8512,MI2972700,MI2972700,St. Louis Police Department,St. Louis,1,City,,,4926,Saint Louis,26,MI,1272,Gratiot,26057,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1960,,2016,2013,2016,7197,6,"Cities from 2,500 thru 9,999",L,N,N,12,12,10,,,,2016,6,1,48880,43.292326,-84.60469
8316,MI0610600,MI0610600,Arenac County Sheriff's Office,Arenac,2,County,,,,,26,MI,1249,Arenac,26011,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1960,,2016,2013,2016,12925,8C,"Non-MSA counties from 10,000 thru 24,999",L,N,N,12,12,10,,,,2016,13,13,48658,44.03687,-83.740675
8968,MI7617600,MI7617600,Sanilac County Sheriff's Office,Sanilac,2,County,,,,,26,MI,1317,Sanilac,26151,A,23374,MIUCR0001,Michigan State Police Statistical Records Division Uniform Crime Reporting Unit,MI,1960,,2016,2013,2016,30946,8B,"Non-MSA counties from 25,000 thru 99,999",L,N,N,12,12,10,,,,2016,25,3,48471,43.449155,-82.642815
