"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2018,5,107404473,0.8,1,9831288
2018,1,107399547,0.9,1,9836287
2018,5,107409464,64,3,9831293
2018,2,107409482,0.3,1,9836289
2018,16,115058976,1,9,11129560
2018,5,115058976,20.5,1,11129559
2018,5,115064741,,,11136486
2018,5,115064747,0.2,1,11136491
2018,1,115058999,2.5,1,11129572
2018,1,115059006,1.3,1,11136500
2018,4,115059006,2,1,11129574
2018,2,115059026,0.3,1,11129575
2018,5,115061874,4.3,1,11133850
2018,4,115069348,0.6,1,11133851
2018,5,109279305,4.04,1,10171266
2018,2,109268093,4,1,10161842
2018,5,109268019,0.5,1,10161837
2018,12,109268019,0.3,1,10161838
2018,1,109279380,0.5,1,10171269
2018,5,109279499,0.01,1,10171276
2018,5,109268203,0.2,1,10161851
2018,2,104975401,0.05,1,9328008
2018,5,109279273,8068,1,10171264
2018,5,104972020,1.5,1,9332365
2018,5,109279326,26.6,1,10161841
2018,5,109279646,1.3,1,10171282
2018,5,109279285,9.7,1,10171265
2018,4,109268223,0.3,1,10161854
2018,2,109279645,0.06,1,10171281
2018,5,105725020,0.8,1,9492765
2018,5,105740279,27.69,1,9492823
2018,16,109268171,18,9,10161847
2018,5,105739800,6.3,1,9492799
2018,2,105739946,0.4,1,9492808
2018,5,105739166,,,9500798
2018,5,109268027,1,1,10161840
2018,5,109279473,0.6,1,10171275
2018,5,109268095,4.7,1,10171277
2018,5,109279816,1.3,1,10171295
2018,1,105716865,2.56,1,9492717
2018,17,105716865,1,9,9492718
2018,4,105739252,17.3,1,9492728
2018,5,105739249,,,9492726
2018,1,105739252,27.9,1,9492727
2018,1,105739264,,,9492732
2018,5,105739655,9.8,1,9492787
2018,5,105739711,4.3,1,9492792
2018,5,106922670,14.7,1,9751799
2018,5,106926486,128,1,9745605
2018,18,106926486,,,9745608
2018,2,106926486,4.5,1,9745607
2018,5,109279394,,,10171270
2018,8,109279748,13,9,10171290
2018,12,109279956,2.4,1,10171299
2018,2,106189280,,,9615809
2018,5,106194400,1,1,9620819
2018,5,106199557,10,1,9620829
2018,5,106199201,1,1,9620805
2018,5,106189400,2.5,1,9615819
2018,5,106189456,,,9615824
2018,5,106189606,3.9,1,9615837
2018,5,109268038,2.43,1,10171268
2018,5,109268121,4.3,1,10171279
2018,2,109279629,5.9,1,10161843
2018,8,109279629,4,9,10161844
2018,5,109279629,26.9,1,10161845
2018,5,109279754,61,1,10171291
2018,5,109279763,6.2,1,10161850
2018,5,109279922,4.4,1,10171298
2018,5,109279865,7.25,1,10171297
2018,1,104971792,4.7,1,9328022
2018,5,104971792,88.79,1,9328021
2018,2,104971681,4.43,1,9332358
2018,1,109268189,24.25,1,10171288
2018,5,109268189,0.4,1,10171289
2018,4,109268189,4.78,1,10171287
2018,5,115058986,1.9,1,11129564
2018,5,106917015,,,9751816
2018,4,104971679,1,1,9332357
2018,5,104975559,13.2,1,9328015
2018,5,105739922,3.5,1,9492803
2018,5,105725117,8.2,1,9495805
2018,8,105739651,49,9,9500799
2018,5,105739710,0.5,1,9492791
2018,1,105739742,0.1,1,9495804
2018,5,105740195,9.9,1,9492817
2018,5,105739726,10.7,1,9492795
2018,5,106194403,23.3,1,9620820
2018,5,106194510,30.54,1,9625823
2018,5,105739175,0.5,1,9492716
2018,16,105739198,2,9,9492719
2018,5,105739629,19.06,1,9492783
2018,5,111582241,0.3,1,10538322
2018,5,111582242,,,10538323
2018,1,111582287,11.2,1,10538327
2018,4,111582287,18.8,1,10538328
2018,5,106926462,9.8,1,9745601
2018,5,106922840,16.89,1,9746920
2018,5,107404267,1,1,9831256
2018,5,107404272,,,9831257
2018,16,107404300,5,9,9831265
2018,5,107404300,22,1,9831264
2018,5,107404365,13.7,1,9841266
2018,16,107404365,0.6,1,9831272
2018,8,107399614,3,9,9836290
2018,5,107404625,,,9831294
2018,4,104971938,1.4,1,9328032
2018,2,105724974,20.3,1,9492715
2018,5,105716877,9.2,1,9492754
2018,1,105739773,0.3,1,9492797
2018,5,115064734,0.01,1,11133819
2018,5,115064738,3.8,1,11136482
2018,5,115061648,0.3,1,11129569
2018,2,105739604,0.012,1,9492780
2018,5,105740074,1958.6,1,9492812
2018,5,105725124,3.5,1,9495807
2018,5,115064751,5,1,11136495
2018,4,115064766,0.8,1,11136502
2018,5,115061649,,,11133826
2018,5,106199530,2,1,9620826
2018,5,106189677,3,1,9625828
2018,5,106199251,1,1,9620808
2018,8,106199251,122,9,9625805
2018,5,106189346,9.1,1,9615813
2018,5,101430203,19.6,1,8708841
2018,11,101430203,3.5,1,8708842
2018,5,101430690,,,8708961
2018,4,101429056,0.5,1,8708639
2018,5,101429082,,,8708641
2018,5,101890340,39.3,1,8785318
2018,5,101890877,5,1,8785363
2018,5,101891224,39.2,1,8785408
