"DATA_YEAR","SUSPECTED_DRUG_TYPE_ID","PROPERTY_ID","EST_DRUG_QTY","DRUG_MEASURE_TYPE_ID","NIBRS_SUSPECTED_DRUG_ID"
2017,5,98566956,1,1,8289523
2017,5,100176965,1.027,1,8511635
2017,8,100185904,1,9,8513260
2017,5,100186609,1,9,8513351
2017,5,96241031,0.018,1,7945204
2017,5,96241388,1,1,7945255
2017,5,97075748,2,9,8069816
2017,5,95962385,1,9,7906335
2017,4,97076659,2,9,8069911
2017,4,95961454,8.049,1,7906187
2017,5,98193080,1,9,8236650
2017,12,99286338,2.001,1,8382723
2017,2,98567443,1,1,8289632
2017,17,98564020,0.062,1,8288849
2017,4,98563893,0.025,1,8288840
2017,5,99290214,1,9,8383248
2017,12,99287233,1.095,1,8382809
2017,12,96241160,2,1,7945221
2017,17,95710052,2,9,7869591
2017,5,97075984,1,1,8069837
2017,4,98566755,1,9,8289490
2017,5,98567254,1,9,8289601
2017,5,98567372,1,1,8289629
2017,7,98193205,,,8236690
2017,5,99287973,2.005,1,8382925
2017,5,99289562,1,1,8383134
2017,5,97076662,3,9,8069912
2017,5,100175623,1,9,8511452
2017,12,100178208,0.083,1,8511802
2017,4,100183957,1,1,8512963
2017,5,100182368,2,1,8512652
2017,5,100186598,1,9,8513349
2017,5,99288178,0.074,1,8382950
2017,5,96637441,2,3,8002925
2017,5,95961638,1.095,1,7906208
2017,4,95708914,13.001,5,7869447
2017,5,95331210,0.018,3,7810110
2017,2,95962056,2000,1,7906288
2017,5,96241273,2,9,7945232
2017,5,100185979,1,1,8513269
2017,5,100854254,1,9,8615913
2017,5,100182688,1,1,8512708
2017,5,100172670,1,11,8511097
2017,12,100176204,1.071,1,8511531
2017,5,100181725,1,9,8512530
2017,5,100181534,3,1,8512485
2017,12,98568360,1,1,8289895
2017,5,98564800,1,1,8288983
2017,5,99290096,1,9,8383231
2017,12,98565010,11.054,1,8289048
2017,5,98566970,1,9,8289526
2017,5,98568730,5,9,8290033
2017,12,99288190,5.002,1,8382951
2017,5,98568738,1,9,8290037
2017,4,99287498,10.009,1,8382852
2017,5,98192592,0.062,1,8236539
2017,16,100854469,1,9,8615948
2017,5,95961620,1.028,1,7906206
2017,5,95709400,1.021,1,7869518
2017,5,95710191,1.037,1,7869606
2017,12,95331051,0.051,1,7810087
2017,5,95962158,28,1,7906302
2017,4,95962518,1,1,7906358
2017,4,95332660,4,9,7810309
2017,2,95332492,1,9,7810280
2017,5,95962133,1,1,7906300
2017,12,95962204,1,9,7906310
2017,5,99286061,0.002,1,8382699
2017,8,98193537,1,9,8236749
2017,16,99286376,25,9,8382727
2017,5,95709542,1,1,7869536
2017,16,99288707,1,9,8383009
2017,12,99286717,4.073,1,8382750
2017,2,98194014,2,9,8236828
2017,5,106351748,1,1,9646346
2017,5,99288586,10,1,8382996
2017,5,100854715,4,9,8616000
2017,5,100186784,1,9,8513378
2017,5,100186918,1,9,8513399
2017,4,100182147,1,1,8512615
2017,5,100182979,2,9,8512743
2017,5,100182350,2,1,8512650
2017,5,100187243,2,9,8513450
2017,5,100172921,20.005,1,8511148
2017,5,99285629,1.004,1,8382656
2017,12,99286800,0.063,1,8382758
2017,12,95331584,2.003,1,7810148
2017,5,96638468,1,1,8003088
2017,16,106351671,,,9651308
2017,5,96638497,1,9,8003095
2017,4,95962053,1,9,7906287
2017,5,96637580,0.319,3,8002941
2017,5,96241727,3,1,7945296
2017,5,95709446,7.039,1,7869529
2017,5,95709591,0.002,1,7869542
2017,16,97076258,1,9,8069869
2017,5,95962438,1,1,7906343
2017,5,100186612,1,1,8513352
2017,5,100187078,1,9,8513415
2017,8,100186451,1,9,8513331
2017,8,100186194,1,9,8513292
2017,5,100175568,1.004,1,8511443
2017,5,99288999,0.031,1,8383042
2017,2,98563569,0.005,1,8288802
2017,4,98194517,1,9,8236887
2017,5,100185918,2,9,8513262
2017,2,100186050,1,9,8513280
2017,2,96638569,1,9,8003108
2017,5,95962520,3,9,7906359
2017,5,96637969,1,9,8002983
2017,5,95961261,70.095,1,7906170
2017,12,95961892,1,9,7906256
2017,5,96241023,2.079,1,7945202
2017,4,95961897,2,1,7906257
2017,5,99289805,1,9,8383178
2017,5,99289801,2,9,8383176
2017,5,97076335,1,1,8069885
2017,5,99289289,0.001,1,8383076
2017,2,97076138,2,9,8069850
2017,12,104505406,1,9,9232380
2017,16,99287897,107,9,8382913
2017,5,99290378,2,9,8383277
2017,5,95708936,2.007,1,7869450
2017,5,99289498,1,9,8383117
2017,5,99289803,1,9,8383177
2017,4,98565809,0.007,3,8289249
2017,5,99290046,1,9,8383222
2017,5,100172596,4.084,1,8511081
2017,5,100182045,2,9,8512593
2017,12,100183447,1,9,8512832
2017,5,100187336,1,9,8513458
2017,4,100175411,0.005,1,8511418
2017,4,100186199,1,9,8513294
2017,5,100180169,3.087,1,8512161
2017,4,97731579,0.053,1,8165663
2017,5,96638160,10,1,8003021
2017,4,95961824,1,9,7906244
2017,8,100854737,15,1,8616005
2017,16,100173751,38.002,1,8511227
2017,5,100176827,2.038,1,8511615
2017,5,100178604,0.007,1,8511843
2017,15,100184146,4,9,8513008
2017,5,99286284,0.011,1,8382722
2017,5,98563637,2.007,1,8288811
2017,5,98193339,1,1,8236717
2017,5,98193018,1,1,8236642
2017,5,98563814,5.057,1,8288829
2017,4,98193357,1,9,8236721
2017,5,106341640,6,9,9646349
2017,5,100174041,1.004,1,8511244
2017,5,100175936,0.007,1,8511496
2017,5,100176562,0.092,1,8511579
2017,5,100181470,1,9,8512470
2017,5,100186626,1,9,8513353
2017,5,95709903,9.094,1,7869571
2017,5,96638043,1,9,8003001
2017,5,96638126,1,9,8003015
2017,4,95961821,1,1,7906242
2017,4,95709389,2.048,1,7869516
2017,12,95961625,0.034,1,7906207
2017,4,95962208,1,9,7906311
2017,5,99286926,39.048,1,8382768
2017,5,98565701,0.051,3,8289223
2017,5,95332238,1,9,7810233
2017,5,98192500,1.002,1,8236525
2017,5,95710021,0.002,1,7869588
2017,5,99288883,2.051,1,8383031
2017,5,105392467,1,9,9410316
2017,5,105392473,1,1,9424555
2017,5,99288431,1.006,1,8382973
2017,8,99289647,,,8383162
2017,5,95332019,2,1,7810196
2017,4,99285599,0.006,1,8382653
2017,1,98567019,2,9,8289543
2017,3,98192521,1,1,8236527
2017,4,98192939,1,9,8236619
2017,5,100173804,1,9,8511228
2017,5,100184950,0.005,1,8513107
2017,5,100175561,0.075,8,8511442
2017,5,100178123,2.007,1,8511789
2017,5,100185942,1,1,8513263
2017,5,99286702,1.052,1,8382747
2017,4,95332209,1,1,7810230
2017,4,96638196,1,1,8003029
2017,5,95961079,4.029,1,7906151
2017,12,95709390,0.002,1,7869517
2017,5,95710093,1.087,1,7869596
2017,12,96241084,2.047,1,7945213
2017,4,100179401,0.054,1,8511967
2017,5,95332317,2,9,7810247
2017,5,96638260,0.025,1,8003050
2017,5,100851094,5.005,1,8615372
2017,5,100172736,1,11,8511115
2017,5,100175135,3.057,1,8511391
2017,4,98568646,3,9,8290000
2017,5,99289282,16.068,1,8383075
2017,12,99287101,0.025,1,8382789
2017,5,98192482,8.009,1,8236523
2017,4,97074850,1,11,8069733
2017,5,98566611,1,9,8289466
2017,2,98568247,1,9,8289854
2017,5,98566582,3,9,8289456
2017,5,98566997,1,9,8289532
2017,16,100183682,199,9,8512883
2017,5,100185587,1,9,8513216
2017,5,100185959,1,9,8513267
2017,12,95960833,0.019,1,7906130
2017,17,95960973,9.003,1,7906141
2017,5,95961353,0.005,1,7906178
2017,4,96241348,1,9,7945248
2017,5,96638016,1,1,8002995
2017,3,95332206,1,1,7810229
2017,5,99290103,84,1,8383233
2017,5,99290217,1,1,8383249
2017,5,95961390,0.009,1,7906181
2017,5,95962061,1,1,7906290
2017,7,96638594,1,9,8003110
2017,5,98193037,1,9,8236646
2017,16,99288980,1.018,1,8383039
2017,5,98567027,1,1,8289545
2017,5,95709981,2.008,1,7869584
2017,5,95332345,1,1,7810252
2017,16,99286245,8,9,8382716
2017,12,99286819,1.094,1,8382760
2017,5,99287009,19.082,1,8382780
2017,5,99287941,1.052,1,8382920
2017,5,99285562,1.005,3,8382647
2017,5,97076366,1,1,8069887
2017,5,99286647,1.062,1,8382741
2017,5,99290128,1,9,8383240
2017,5,95709108,3.002,1,7869476
2017,5,98567870,1,9,8289729
2017,16,99286094,10,9,8382704
2017,5,100182670,1,1,8512702
2017,5,100177706,3.004,1,8511731
2017,8,100183039,1,1,8512758
2017,4,100179125,1,9,8511930
2017,12,100181994,1,9,8512583
2017,16,100173555,1,9,8511210
2017,5,95709127,4.001,1,7869482
2017,16,99287386,39.005,9,8382835
2017,12,95331122,3.011,1,7810097
2017,16,96240881,9.005,9,7945191
2017,4,95961550,0.034,1,7906201
2017,5,95709547,0.005,1,7869537
2017,2,95332522,12,1,7810288
2017,5,95961646,0.049,1,7906210
2017,15,100184429,1,9,8513048
2017,5,100173917,1.057,1,8511235
2017,5,100176659,0.062,1,8511592
2017,5,100176857,0.018,1,8511620
2017,12,100178805,1,9,8511874
2017,5,106346900,4,9,9656284
2017,4,98565683,48,1,8289218
2017,16,98192704,1,11,8236558
